case_folder,instance_name,mode_a,mode_b,speedup_a_over_b,delta_runtime,delta_nodes
matpower/case118,matpower/case118/2017-01-15,RAW,RAW_GNN,0.1106854315404092,198.119166,1.0
matpower/case118,matpower/case118/2017-01-15,RAW,RAW_COMMIT_HINTS,0.9859602125846029,3.1277469999999994,0.0
matpower/case118,matpower/case118/2017-01-15,RAW,WARM,1.0620281432886614,-13.818466999999998,0.0
matpower/case118,matpower/case118/2017-01-15,RAW,WARM_BRANCH_HINTS,1.0984385281564677,-21.929877000000005,0.0
matpower/case118,matpower/case118/2017-01-15,RAW,WARM_COMMIT_HINTS,1.077457932712162,-17.255875000000003,0.0
matpower/case118,matpower/case118/2017-01-15,RAW,WARM_GRU,1.0869936047725062,-19.380206999999984,0.0
matpower/case118,matpower/case118/2017-01-15,RAW,LAZY_ALL,0.40315073555763575,132.964513,1.0
matpower/case118,matpower/case118/2017-01-15,RAW,LAZY_TOPK128,0.3264889025355968,150.043035,1.0
matpower/case118,matpower/case118/2017-01-15,RAW,LAZY_BANDIT,0.29547272789495466,156.952737,1.0
matpower/case118,matpower/case118/2017-01-15,RAW,LAZY_COMMIT_HINTS,0.3988260908504461,133.92794600000002,1.0
matpower/case118,matpower/case118/2017-01-15,RAW,LAZY_GNN_T060,0.3959799176375971,134.562009,1.0
matpower/case118,matpower/case118/2017-01-15,RAW,LAZY_GNN_T080,0.4030615164441114,132.98438900000002,1.0
matpower/case118,matpower/case118/2017-01-15,RAW,LAZY_COMMIT_GNN_T060,0.40084998128355726,133.477069,1.0
matpower/case118,matpower/case118/2017-01-15,RAW,WARM_LAZY_TOPK128,0.33165059364017285,148.893127,1.0
matpower/case118,matpower/case118/2017-01-15,RAW,WARM_LAZY_BANDIT,0.30160402822950927,155.58682199999998,1.0
matpower/case118,matpower/case118/2017-01-15,RAW,WARM_LAZY_COMMIT_HINTS,0.39400636894116214,135.001671,1.0
matpower/case118,matpower/case118/2017-01-15,RAW,WARM_LAZY_GRU,0.3968416344036658,134.37003800000002,1.0
matpower/case118,matpower/case118/2017-01-15,RAW,WARM_LAZY_BRANCH_HINTS,0.3964004809895957,134.468317,1.0
matpower/case118,matpower/case118/2017-01-15,RAW,WARM_LAZY_GNN_T060,0.39842355446362737,134.01762200000002,1.0
matpower/case118,matpower/case118/2017-01-15,RAW,WARM_LAZY_COMMIT_GNN_T060,0.39865180475058654,133.966773,1.0
matpower/case118,matpower/case118/2017-01-15,RAW,WARM_LAZY_COMMIT_GRU,0.3964724990745918,134.452273,1.0
matpower/case118,matpower/case118/2017-01-15,RAW,WARM_LAZY_ML_STACK,0.300711038090331,155.78576,1.0
matpower/case118,matpower/case118/2017-01-15,RAW,WARM_PRUNE_T010,0.11781625886463444,196.530579,1.0
matpower/case118,matpower/case118/2017-01-15,RAW,WARM_PRUNE_T020,0.1168942307678496,196.735986,1.0
matpower/case118,matpower/case118/2017-01-15,RAW,WARM_PRUNE_T030,0.11665624879251651,196.789003,1.0
matpower/case118,matpower/case118/2017-01-15,RAW,WARM_PRUNE_T050,0.32283746802009194,150.856492,1.0
matpower/case118,matpower/case118/2017-01-15,RAW,WARM_PRUNE_T080,0.8573116329370896,31.787740000000014,0.0
matpower/case118,matpower/case118/2017-01-15,RAW,WARM_LPSCREEN_T010,0.12670058112184607,194.551353,1.0
matpower/case118,matpower/case118/2017-01-15,RAW,WARM_LPSCREEN_T020,0.12562941310521586,194.789985,1.0
matpower/case118,matpower/case118/2017-01-15,RAW,WARM_LPSCREEN_T030,0.1264451557235327,194.608256,1.0
matpower/case118,matpower/case118/2017-01-15,RAW,WARM_LPSCREEN_T050,0.14782086759115073,189.846231,1.0
matpower/case118,matpower/case118/2017-01-15,RAW,WARM_LPSCREEN_T080,0.8673092639353109,29.560494000000006,0.0
matpower/case118,matpower/case118/2017-01-15,RAW,WARM_PRUNE_LAZY_T010,0.41446174049558787,130.444677,1.0
matpower/case118,matpower/case118/2017-01-15,RAW,WARM_PRUNE_LAZY_T020,0.3993381132202581,133.813879,1.0
matpower/case118,matpower/case118/2017-01-15,RAW,WARM_PRUNE_LAZY_T030,0.4006372981069676,133.52445,1.0
matpower/case118,matpower/case118/2017-01-15,RAW,WARM_PRUNE_LAZY_T050,0.2052792784488134,177.045797,1.0
matpower/case118,matpower/case118/2017-01-15,RAW,WARM_PRUNE_LAZY_T080,0.2416757166580506,168.93749400000002,1.0
matpower/case118,matpower/case118/2017-01-15,RAW,WARM_LPSCREEN_LAZY_T010,0.4083186436310301,131.81322,1.0
matpower/case118,matpower/case118/2017-01-15,RAW,WARM_LPSCREEN_LAZY_T020,0.4058721788697251,132.358237,1.0
matpower/case118,matpower/case118/2017-01-15,RAW,WARM_LPSCREEN_LAZY_T030,0.40751949156632494,131.991253,1.0
matpower/case118,matpower/case118/2017-01-15,RAW,WARM_LPSCREEN_LAZY_T050,0.20990062294296888,176.016266,1.0
matpower/case118,matpower/case118/2017-01-15,RAW,WARM_LPSCREEN_LAZY_T080,0.2967292468693051,156.67281300000002,1.0
matpower/case118,matpower/case118/2017-01-15,RAW,WARM_SR_LAZY,1.0528505102780275,-11.773898000000003,0.0
matpower/case118,matpower/case118/2017-01-15,RAW,SHRINK_LAZY,0.07120716333421577,206.914031,1.0
matpower/case118,matpower/case118/2017-01-15,RAW,STREDUCE,0.9815999403817378,4.099117000000007,0.0
matpower/case118,matpower/case118/2017-01-15,RAW,STREDUCE_CONSERVATIVE,1.0311885395400295,-6.948101000000008,0.0
matpower/case118,matpower/case118/2017-01-15,RAW,STREDUCE_AGGRESSIVE,0.9773700135511068,5.041449,0.0
matpower/case118,matpower/case118/2017-01-15,RAW,STREDUCE_GRU,0.9835538820602681,3.663823000000008,0.0
matpower/case118,matpower/case118/2017-01-15,RAW,STREDUCE_LAZY,1.0636577926117596,-14.181515999999988,0.0
matpower/case118,matpower/case118/2017-01-15,RAW,STREDUCE_LAZY_CONSERVATIVE,1.043957654838344,-9.792770999999988,0.0
matpower/case118,matpower/case118/2017-01-15,RAW,STREDUCE_LAZY_AGGRESSIVE,0.9904033343134447,2.1379200000000083,0.0
matpower/case118,matpower/case118/2017-01-15,RAW,STREDUCE_LAZY_GRU,1.0474499259745298,-10.57077000000001,0.0
matpower/case118,matpower/case118/2017-01-15,RAW,WARM_LAZY,0.3952475631995953,134.725161,1.0
matpower/case118,matpower/case118/2017-01-15,RAW,ACTIVESET,0.12842897925146582,194.166305,1.0
matpower/case118,matpower/case118/2017-01-15,RAW,ACTIVESET_B500,0.1268855864430327,194.510138,1.0
matpower/case118,matpower/case118/2017-01-15,RAW,ACTIVESET_B5000,0.12733408800003101,194.410222,1.0
matpower/case118,matpower/case118/2017-01-15,RAW,ACTIVESET_NOCLEAN,0.12712923326648753,194.455859,1.0
matpower/case118,matpower/case118/2017-01-15,RAW,WARM_ACTIVESET,0.13024572118131061,193.761576,1.0
matpower/case118,matpower/case118/2017-01-15,RAW,ACTIVESET_LAZY,0.4096043711368608,131.526789,1.0
matpower/case118,matpower/case118/2017-01-15,RAW,ACTIVESET_LAZY_TOPK128,0.33823374865498007,147.42654900000002,1.0
matpower/case118,matpower/case118/2017-01-15,RAW,WARM_ACTIVESET_LAZY,0.4113502889988254,131.137838,1.0
matpower/case118,matpower/case118/2017-01-15,RAW_GNN,RAW,9.034612650309978,-198.119166,-1.0
matpower/case118,matpower/case118/2017-01-15,RAW_GNN,RAW_COMMIT_HINTS,8.907768609319168,-194.991419,-1.0
matpower/case118,matpower/case118/2017-01-15,RAW_GNN,WARM,9.595012898340958,-211.937633,-1.0
matpower/case118,matpower/case118/2017-01-15,RAW_GNN,WARM_BRANCH_HINTS,9.923966622070296,-220.049043,-1.0
matpower/case118,matpower/case118/2017-01-15,RAW_GNN,WARM_COMMIT_HINTS,9.734415069058135,-215.375041,-1.0
matpower/case118,matpower/case118/2017-01-15,RAW_GNN,WARM_GRU,9.820566172483728,-217.499373,-1.0
matpower/case118,matpower/case118/2017-01-15,RAW_GNN,LAZY_ALL,3.642310735450789,-65.154653,0.0
matpower/case118,matpower/case118/2017-01-15,RAW_GNN,LAZY_TOPK128,2.949700769033924,-48.076131000000004,0.0
matpower/case118,matpower/case118/2017-01-15,RAW_GNN,LAZY_BANDIT,2.6694816452613552,-41.16642900000001,0.0
matpower/case118,matpower/case118/2017-01-15,RAW_GNN,LAZY_COMMIT_HINTS,3.603239245671117,-64.19122,0.0
matpower/case118,matpower/case118/2017-01-15,RAW_GNN,LAZY_GNN_T060,3.577525173157338,-63.557157000000004,0.0
matpower/case118,matpower/case118/2017-01-15,RAW_GNN,LAZY_GNN_T080,3.6415046753190925,-65.134777,0.0
matpower/case118,matpower/case118/2017-01-15,RAW_GNN,LAZY_COMMIT_GNN_T060,3.6215243117809446,-64.642097,0.0
matpower/case118,matpower/case118/2017-01-15,RAW_GNN,WARM_LAZY_TOPK128,2.9963346487843197,-49.226039,0.0
matpower/case118,matpower/case118/2017-01-15,RAW_GNN,WARM_LAZY_BANDIT,2.7248755688267723,-42.53234400000001,0.0
matpower/case118,matpower/case118/2017-01-15,RAW_GNN,WARM_LAZY_COMMIT_HINTS,3.559694925138524,-63.117495000000005,0.0
matpower/case118,matpower/case118/2017-01-15,RAW_GNN,WARM_LAZY_GRU,3.5853104503530466,-63.749128,0.0
matpower/case118,matpower/case118/2017-01-15,RAW_GNN,WARM_LAZY_BRANCH_HINTS,3.5813248001375606,-63.65084900000001,0.0
matpower/case118,matpower/case118/2017-01-15,RAW_GNN,WARM_LAZY_GNN_T060,3.5996024853385546,-64.101544,0.0
matpower/case118,matpower/case118/2017-01-15,RAW_GNN,WARM_LAZY_COMMIT_GNN_T060,3.601664638268552,-64.152393,0.0
matpower/case118,matpower/case118/2017-01-15,RAW_GNN,WARM_LAZY_COMMIT_GRU,3.581975455639318,-63.666893,0.0
matpower/case118,matpower/case118/2017-01-15,RAW_GNN,WARM_LAZY_ML_STACK,2.7168077488187503,-42.333406,0.0
matpower/case118,matpower/case118/2017-01-15,RAW_GNN,WARM_PRUNE_T010,1.0644242627506215,-1.5885870000000004,0.0
matpower/case118,matpower/case118/2017-01-15,RAW_GNN,WARM_PRUNE_T020,1.056094096043468,-1.3831799999999994,0.0
matpower/case118,matpower/case118/2017-01-15,RAW_GNN,WARM_PRUNE_T030,1.0539440210785778,-1.3301629999999989,0.0
matpower/case118,matpower/case118/2017-01-15,RAW_GNN,WARM_PRUNE_T050,2.9167114725683656,-47.262674000000004,0.0
matpower/case118,matpower/case118/2017-01-15,RAW_GNN,WARM_PRUNE_T080,7.745478524191333,-166.331426,-1.0
matpower/case118,matpower/case118/2017-01-15,RAW_GNN,WARM_LPSCREEN_T010,1.144690673005056,-3.567813000000001,0.0
matpower/case118,matpower/case118/2017-01-15,RAW_GNN,WARM_LPSCREEN_T020,1.1350130848914013,-3.3291809999999984,0.0
matpower/case118,matpower/case118/2017-01-15,RAW_GNN,WARM_LPSCREEN_T030,1.1423830034702438,-3.510909999999999,0.0
matpower/case118,matpower/case118/2017-01-15,RAW_GNN,WARM_LPSCREEN_T050,1.3355042803188066,-8.272935,0.0
matpower/case118,matpower/case118/2017-01-15,RAW_GNN,WARM_LPSCREEN_T080,7.835803247680995,-168.558672,-1.0
matpower/case118,matpower/case118/2017-01-15,RAW_GNN,WARM_PRUNE_LAZY_T010,3.7445012837509295,-67.67448900000001,0.0
matpower/case118,matpower/case118/2017-01-15,RAW_GNN,WARM_PRUNE_LAZY_T020,3.607865169450662,-64.305287,0.0
matpower/case118,matpower/case118/2017-01-15,RAW_GNN,WARM_PRUNE_LAZY_T030,3.619602801663219,-64.594716,0.0
matpower/case118,matpower/case118/2017-01-15,RAW_GNN,WARM_PRUNE_LAZY_T050,1.854618765920154,-21.073369000000003,0.0
matpower/case118,matpower/case118/2017-01-15,RAW_GNN,WARM_PRUNE_LAZY_T080,2.1834464869915537,-29.181672000000002,0.0
matpower/case118,matpower/case118/2017-01-15,RAW_GNN,WARM_LPSCREEN_LAZY_T010,3.6890007831063163,-66.305946,0.0
matpower/case118,matpower/case118/2017-01-15,RAW_GNN,WARM_LPSCREEN_LAZY_T020,3.666897921625292,-65.760929,0.0
matpower/case118,matpower/case118/2017-01-15,RAW_GNN,WARM_LPSCREEN_LAZY_T030,3.6817807537530096,-66.127913,0.0
matpower/case118,matpower/case118/2017-01-15,RAW_GNN,WARM_LPSCREEN_LAZY_T050,1.8963708233484913,-22.1029,0.0
matpower/case118,matpower/case118/2017-01-15,RAW_GNN,WARM_LPSCREEN_LAZY_T080,2.680833807482376,-41.446353,0.0
matpower/case118,matpower/case118/2017-01-15,RAW_GNN,WARM_SR_LAZY,9.512096539043183,-209.893064,-1.0
matpower/case118,matpower/case118/2017-01-15,RAW_GNN,SHRINK_LAZY,0.6433291386519946,8.794865,0.0
matpower/case118,matpower/case118/2017-01-15,RAW_GNN,STREDUCE,8.868375238916368,-194.020049,-1.0
matpower/case118,matpower/case118/2017-01-15,RAW_GNN,STREDUCE_CONSERVATIVE,9.316389024183021,-205.06726700000002,-1.0
matpower/case118,matpower/case118/2017-01-15,RAW_GNN,STREDUCE_AGGRESSIVE,8.830159488462463,-193.077717,-1.0
matpower/case118,matpower/case118/2017-01-15,RAW_GNN,STREDUCE_GRU,8.886028345123187,-194.455343,-1.0
matpower/case118,matpower/case118/2017-01-15,RAW_GNN,STREDUCE_LAZY,9.60973614873099,-212.300682,-1.0
matpower/case118,matpower/case118/2017-01-15,RAW_GNN,STREDUCE_LAZY_CONSERVATIVE,9.431753034790441,-207.911937,-1.0
matpower/case118,matpower/case118/2017-01-15,RAW_GNN,STREDUCE_LAZY_AGGRESSIVE,8.94791049309743,-195.981246,-1.0
matpower/case118,matpower/case118/2017-01-15,RAW_GNN,STREDUCE_LAZY_GRU,9.463304351775738,-208.68993600000002,-1.0
matpower/case118,matpower/case118/2017-01-15,RAW_GNN,WARM_LAZY,3.5709086344872563,-63.39400500000001,0.0
matpower/case118,matpower/case118/2017-01-15,RAW_GNN,ACTIVESET,1.1603060806116907,-3.9528609999999986,0.0
matpower/case118,matpower/case118/2017-01-15,RAW_GNN,ACTIVESET_B500,1.1463621244202236,-3.6090279999999986,0.0
matpower/case118,matpower/case118/2017-01-15,RAW_GNN,ACTIVESET_B5000,1.1504141622607642,-3.708943999999999,0.0
matpower/case118,matpower/case118/2017-01-15,RAW_GNN,ACTIVESET_NOCLEAN,1.1485633790936163,-3.6633069999999996,0.0
matpower/case118,matpower/case118/2017-01-15,RAW_GNN,WARM_ACTIVESET,1.176719640233415,-4.357589999999998,0.0
matpower/case118,matpower/case118/2017-01-15,RAW_GNN,ACTIVESET_LAZY,3.700616833095346,-66.592377,0.0
matpower/case118,matpower/case118/2017-01-15,RAW_GNN,ACTIVESET_LAZY_TOPK128,3.0558109043600488,-50.692617,0.0
matpower/case118,matpower/case118/2017-01-15,RAW_GNN,WARM_ACTIVESET_LAZY,3.7163905246974536,-66.981328,0.0
matpower/case118,matpower/case118/2017-01-15,RAW_COMMIT_HINTS,RAW,1.0142397099154672,-3.1277469999999994,0.0
matpower/case118,matpower/case118/2017-01-15,RAW_COMMIT_HINTS,RAW_GNN,0.11226155997741294,194.991419,1.0
matpower/case118,matpower/case118/2017-01-15,RAW_COMMIT_HINTS,WARM,1.0771511159711542,-16.946213999999998,0.0
matpower/case118,matpower/case118/2017-01-15,RAW_COMMIT_HINTS,WARM_BRANCH_HINTS,1.1140799741573886,-25.057624000000004,0.0
matpower/case118,matpower/case118/2017-01-15,RAW_COMMIT_HINTS,WARM_COMMIT_HINTS,1.0928006211201022,-20.383622000000003,0.0
matpower/case118,matpower/case118/2017-01-15,RAW_COMMIT_HINTS,WARM_GRU,1.1024720783844346,-22.507953999999984,0.0
matpower/case118,matpower/case118/2017-01-15,RAW_COMMIT_HINTS,LAZY_ALL,0.4088914850841837,129.836766,1.0
matpower/case118,matpower/case118/2017-01-15,RAW_COMMIT_HINTS,LAZY_TOPK128,0.3311380097983229,146.915288,1.0
matpower/case118,matpower/case118/2017-01-15,RAW_COMMIT_HINTS,LAZY_BANDIT,0.2996801738281106,153.82499,1.0
matpower/case118,matpower/case118/2017-01-15,RAW_COMMIT_HINTS,LAZY_COMMIT_HINTS,0.4045052586908763,130.80019900000002,1.0
matpower/case118,matpower/case118/2017-01-15,RAW_COMMIT_HINTS,LAZY_GNN_T060,0.40161855679710706,131.434262,1.0
matpower/case118,matpower/case118/2017-01-15,RAW_COMMIT_HINTS,LAZY_GNN_T080,0.4088009955163639,129.85664200000002,1.0
matpower/case118,matpower/case118/2017-01-15,RAW_COMMIT_HINTS,LAZY_COMMIT_GNN_T060,0.4065579687366556,130.349322,1.0
matpower/case118,matpower/case118/2017-01-15,RAW_COMMIT_HINTS,WARM_LAZY_TOPK128,0.3363732018869014,145.76538,1.0
matpower/case118,matpower/case118/2017-01-15,RAW_COMMIT_HINTS,WARM_LAZY_BANDIT,0.3058987821008339,152.45907499999998,1.0
matpower/case118,matpower/case118/2017-01-15,RAW_COMMIT_HINTS,WARM_LAZY_COMMIT_HINTS,0.3996169053397309,131.873924,1.0
matpower/case118,matpower/case118/2017-01-15,RAW_COMMIT_HINTS,WARM_LAZY_GRU,0.4024925441599539,131.24229100000002,1.0
matpower/case118,matpower/case118/2017-01-15,RAW_COMMIT_HINTS,WARM_LAZY_BRANCH_HINTS,0.40204510884923916,131.34057,1.0
matpower/case118,matpower/case118/2017-01-15,RAW_COMMIT_HINTS,WARM_LAZY_GNN_T060,0.4040969903026788,130.88987500000002,1.0
matpower/case118,matpower/case118/2017-01-15,RAW_COMMIT_HINTS,WARM_LAZY_COMMIT_GNN_T060,0.4043284908075124,130.839026,1.0
matpower/case118,matpower/case118/2017-01-15,RAW_COMMIT_HINTS,WARM_LAZY_COMMIT_GRU,0.4021181524508744,131.324526,1.0
matpower/case118,matpower/case118/2017-01-15,RAW_COMMIT_HINTS,WARM_LAZY_ML_STACK,0.30499307604111636,152.658013,1.0
matpower/case118,matpower/case118/2017-01-15,RAW_COMMIT_HINTS,WARM_PRUNE_T010,0.11949392821419243,193.402832,1.0
matpower/case118,matpower/case118/2017-01-15,RAW_COMMIT_HINTS,WARM_PRUNE_T020,0.11855877070477547,193.608239,1.0
matpower/case118,matpower/case118/2017-01-15,RAW_COMMIT_HINTS,WARM_PRUNE_T030,0.11831739993514853,193.661256,1.0
matpower/case118,matpower/case118/2017-01-15,RAW_COMMIT_HINTS,WARM_PRUNE_T050,0.327434579914542,147.728745,1.0
matpower/case118,matpower/case118/2017-01-15,RAW_COMMIT_HINTS,WARM_PRUNE_T080,0.8695195018972692,28.659993000000014,0.0
matpower/case118,matpower/case118/2017-01-15,RAW_COMMIT_HINTS,WARM_LPSCREEN_T010,0.12850476064314226,191.423606,1.0
matpower/case118,matpower/case118/2017-01-15,RAW_COMMIT_HINTS,WARM_LPSCREEN_T020,0.1274183395046845,191.662238,1.0
matpower/case118,matpower/case118/2017-01-15,RAW_COMMIT_HINTS,WARM_LPSCREEN_T030,0.1282456980612519,191.480509,1.0
matpower/case118,matpower/case118/2017-01-15,RAW_COMMIT_HINTS,WARM_LPSCREEN_T050,0.1499257938651014,186.718484,1.0
matpower/case118,matpower/case118/2017-01-15,RAW_COMMIT_HINTS,WARM_LPSCREEN_T080,0.8796594962607471,26.432747000000006,0.0
matpower/case118,matpower/case118/2017-01-15,RAW_COMMIT_HINTS,WARM_PRUNE_LAZY_T010,0.4203635554513047,127.31693,1.0
matpower/case118,matpower/case118/2017-01-15,RAW_COMMIT_HINTS,WARM_PRUNE_LAZY_T020,0.40502457211070453,130.686132,1.0
matpower/case118,matpower/case118/2017-01-15,RAW_COMMIT_HINTS,WARM_PRUNE_LAZY_T030,0.4063422570133273,130.396703,1.0
matpower/case118,matpower/case118/2017-01-15,RAW_COMMIT_HINTS,WARM_PRUNE_LAZY_T050,0.20820239582558095,173.91805,1.0
matpower/case118,matpower/case118/2017-01-15,RAW_COMMIT_HINTS,WARM_PRUNE_LAZY_T080,0.2451171087568739,165.80974700000002,1.0
matpower/case118,matpower/case118/2017-01-15,RAW_COMMIT_HINTS,WARM_LPSCREEN_LAZY_T010,0.414132982669413,128.685473,1.0
matpower/case118,matpower/case118/2017-01-15,RAW_COMMIT_HINTS,WARM_LPSCREEN_LAZY_T020,0.4116516809595886,129.23049,1.0
matpower/case118,matpower/case118/2017-01-15,RAW_COMMIT_HINTS,WARM_LPSCREEN_LAZY_T030,0.4133224509111281,128.863506,1.0
matpower/case118,matpower/case118/2017-01-15,RAW_COMMIT_HINTS,WARM_LPSCREEN_LAZY_T050,0.21288954692475262,172.888519,1.0
matpower/case118,matpower/case118/2017-01-15,RAW_COMMIT_HINTS,WARM_LPSCREEN_LAZY_T080,0.30095458526815905,153.54506600000002,1.0
matpower/case118,matpower/case118/2017-01-15,RAW_COMMIT_HINTS,WARM_SR_LAZY,1.0678427961287382,-14.901645000000002,0.0
matpower/case118,matpower/case118/2017-01-15,RAW_COMMIT_HINTS,SHRINK_LAZY,0.0722211326839983,203.786284,1.0
matpower/case118,matpower/case118/2017-01-15,RAW_COMMIT_HINTS,STREDUCE,0.9955776387858137,0.9713700000000074,0.0
matpower/case118,matpower/case118/2017-01-15,RAW_COMMIT_HINTS,STREDUCE_CONSERVATIVE,1.0458723652112338,-10.075848000000008,0.0
matpower/case118,matpower/case118/2017-01-15,RAW_COMMIT_HINTS,STREDUCE_AGGRESSIVE,0.9912874790241508,1.9137020000000007,0.0
matpower/case118,matpower/case118/2017-01-15,RAW_COMMIT_HINTS,STREDUCE_GRU,0.9975594040270379,0.5360760000000084,0.0
matpower/case118,matpower/case118/2017-01-15,RAW_COMMIT_HINTS,STREDUCE_LAZY,1.0788039710278772,-17.309262999999987,0.0
matpower/case118,matpower/case118/2017-01-15,RAW_COMMIT_HINTS,STREDUCE_LAZY_CONSERVATIVE,1.0588233090072736,-12.920517999999987,0.0
matpower/case118,matpower/case118/2017-01-15,RAW_COMMIT_HINTS,STREDUCE_LAZY_AGGRESSIVE,1.0045063904933798,-0.9898269999999911,0.0
matpower/case118,matpower/case118/2017-01-15,RAW_COMMIT_HINTS,STREDUCE_LAZY_GRU,1.0623653090713847,-13.69851700000001,0.0
matpower/case118,matpower/case118/2017-01-15,RAW_COMMIT_HINTS,WARM_LAZY,0.4008757738443528,131.59741400000001,1.0
matpower/case118,matpower/case118/2017-01-15,RAW_COMMIT_HINTS,ACTIVESET,0.13025777066074626,191.038558,1.0
matpower/case118,matpower/case118/2017-01-15,RAW_COMMIT_HINTS,ACTIVESET_B500,0.12869240038643542,191.382391,1.0
matpower/case118,matpower/case118/2017-01-15,RAW_COMMIT_HINTS,ACTIVESET_B5000,0.12914728847550205,191.282475,1.0
matpower/case118,matpower/case118/2017-01-15,RAW_COMMIT_HINTS,ACTIVESET_NOCLEAN,0.12893951666997808,191.328112,1.0
matpower/case118,matpower/case118/2017-01-15,RAW_COMMIT_HINTS,WARM_ACTIVESET,0.1321003824686633,190.633829,1.0
matpower/case118,matpower/case118/2017-01-15,RAW_COMMIT_HINTS,ACTIVESET_LAZY,0.41543701856195714,128.399042,1.0
matpower/case118,matpower/case118/2017-01-15,RAW_COMMIT_HINTS,ACTIVESET_LAZY_TOPK128,0.34305009911944806,144.29880200000002,1.0
matpower/case118,matpower/case118/2017-01-15,RAW_COMMIT_HINTS,WARM_ACTIVESET_LAZY,0.4172077977878123,128.010091,1.0
matpower/case118,matpower/case118/2017-01-15,WARM,RAW,0.9415946331736691,13.818466999999998,0.0
matpower/case118,matpower/case118/2017-01-15,WARM,RAW_GNN,0.10422080830896087,211.937633,1.0
matpower/case118,matpower/case118/2017-01-15,WARM,RAW_COMMIT_HINTS,0.9283748446924319,16.946213999999998,0.0
matpower/case118,matpower/case118/2017-01-15,WARM,WARM_BRANCH_HINTS,1.0342838229833142,-8.111410000000006,0.0
matpower/case118,matpower/case118/2017-01-15,WARM,WARM_COMMIT_HINTS,1.014528606912168,-3.437408000000005,0.0
matpower/case118,matpower/case118/2017-01-15,WARM,WARM_GRU,1.0235073445478922,-5.561739999999986,0.0
matpower/case118,matpower/case118/2017-01-15,WARM,LAZY_ALL,0.3796045689610869,146.78298,1.0
matpower/case118,matpower/case118/2017-01-15,WARM,LAZY_TOPK128,0.30742019841827906,163.861502,1.0
matpower/case118,matpower/case118/2017-01-15,WARM,LAZY_BANDIT,0.27821553483507316,170.771204,1.0
matpower/case118,matpower/case118/2017-01-15,WARM,LAZY_COMMIT_HINTS,0.37553250671441424,147.74641300000002,1.0
matpower/case118,matpower/case118/2017-01-15,WARM,LAZY_GNN_T060,0.3728525652921129,148.380476,1.0
matpower/case118,matpower/case118/2017-01-15,WARM,LAZY_GNN_T080,0.37952056072261586,146.80285600000002,1.0
matpower/case118,matpower/case118/2017-01-15,WARM,LAZY_COMMIT_GNN_T060,0.3774381910843632,147.295536,1.0
matpower/case118,matpower/case118/2017-01-15,WARM,WARM_LAZY_TOPK128,0.3122804190604481,162.711594,1.0
matpower/case118,matpower/case118/2017-01-15,WARM,WARM_LAZY_BANDIT,0.28398873432446575,169.40528899999998,1.0
matpower/case118,matpower/case118/2017-01-15,WARM,WARM_LAZY_COMMIT_HINTS,0.3709942824312429,148.820138,1.0
matpower/case118,matpower/case118/2017-01-15,WARM,WARM_LAZY_GRU,0.373663953174359,148.18850500000002,1.0
matpower/case118,matpower/case118/2017-01-15,WARM,WARM_LAZY_BRANCH_HINTS,0.3732485654872643,148.286784,1.0
matpower/case118,matpower/case118/2017-01-15,WARM,WARM_LAZY_GNN_T060,0.3751534806129286,147.83608900000002,1.0
matpower/case118,matpower/case118/2017-01-15,WARM,WARM_LAZY_COMMIT_GNN_T060,0.3753683998581497,147.78524,1.0
matpower/case118,matpower/case118/2017-01-15,WARM,WARM_LAZY_COMMIT_GRU,0.37331637732958817,148.27074,1.0
matpower/case118,matpower/case118/2017-01-15,WARM,WARM_LAZY_ML_STACK,0.2831478996019385,169.604227,1.0
matpower/case118,matpower/case118/2017-01-15,WARM,WARM_PRUNE_T010,0.1109351570475395,210.349046,1.0
matpower/case118,matpower/case118/2017-01-15,WARM,WARM_PRUNE_T020,0.11006698033997157,210.554453,1.0
matpower/case118,matpower/case118/2017-01-15,WARM,WARM_PRUNE_T030,0.10984289778920588,210.60747,1.0
matpower/case118,matpower/case118/2017-01-15,WARM,WARM_PRUNE_T050,0.3039820272750946,164.674959,1.0
matpower/case118,matpower/case118/2017-01-15,WARM,WARM_PRUNE_T080,0.8072400325309181,45.60620700000001,0.0
matpower/case118,matpower/case118/2017-01-15,WARM,WARM_LPSCREEN_T010,0.11930058720431534,208.36982,1.0
matpower/case118,matpower/case118/2017-01-15,WARM,WARM_LPSCREEN_T020,0.11829198114862904,208.608452,1.0
matpower/case118,matpower/case118/2017-01-15,WARM,WARM_LPSCREEN_T030,0.11906008002008725,208.426723,1.0
matpower/case118,matpower/case118/2017-01-15,WARM,WARM_LPSCREEN_T050,0.13918733559490307,203.664698,1.0
matpower/case118,matpower/case118/2017-01-15,WARM,WARM_LPSCREEN_T080,0.816653748223294,43.378961000000004,0.0
matpower/case118,matpower/case118/2017-01-15,WARM,WARM_PRUNE_LAZY_T010,0.39025495050646347,144.263144,1.0
matpower/case118,matpower/case118/2017-01-15,WARM,WARM_PRUNE_LAZY_T020,0.376014624229894,147.63234599999998,1.0
matpower/case118,matpower/case118/2017-01-15,WARM,WARM_PRUNE_LAZY_T030,0.37723792974672005,147.342917,1.0
matpower/case118,matpower/case118/2017-01-15,WARM,WARM_PRUNE_LAZY_T050,0.19328986688916594,190.864264,1.0
matpower/case118,matpower/case118/2017-01-15,WARM,WARM_PRUNE_LAZY_T080,0.22756055777362075,182.755961,1.0
