case_folder,mode,case_size,avg_runtime_sec,median_runtime_sec,runs,regime
matpower/case300,SHRINK_LAZY,300,468.1744833333334,464.3682325,6,small
matpower/case300,STREDUCE,300,173.06573516666666,168.5601595,6,small
matpower/case300,STREDUCE_AGGRESSIVE,300,67.04514966666666,66.4449545,6,small
matpower/case300,STREDUCE_CONSERVATIVE,300,381.08585850000003,370.137813,6,small
matpower/case300,STREDUCE_GRU,300,173.14700000000002,168.264658,6,small
matpower/case300,STREDUCE_LAZY,300,472.6136025,445.69960949999995,6,small
matpower/case300,STREDUCE_LAZY_AGGRESSIVE,300,462.85092149999997,442.21926099999996,6,small
matpower/case300,STREDUCE_LAZY_CONSERVATIVE,300,477.7961376666667,473.17535399999997,6,small
matpower/case300,STREDUCE_LAZY_GRU,300,471.6540603333333,435.68003699999997,6,small
matpower/case300,WARM,300,615.0731933333333,602.0997555,6,small
matpower/case300,WARM_ACTIVESET,300,221.32530933333337,218.71863100000002,6,small
matpower/case300,WARM_ACTIVESET_LAZY,300,562.2930286666666,544.8013060000001,6,small
matpower/case300,WARM_BRANCH_HINTS,300,584.733566,571.578364,6,small
matpower/case300,WARM_COMMIT_HINTS,300,623.0203225,617.835971,6,small
matpower/case300,WARM_GRU,300,657.1686071666667,620.594154,6,small
matpower/case300,WARM_LAZY,300,718.8283340000002,671.9428875000001,6,small
matpower/case300,WARM_LAZY_BANDIT,300,382.9711013333333,377.649745,6,small
matpower/case300,WARM_LAZY_BRANCH_HINTS,300,505.22685283333334,502.5877815,6,small
matpower/case300,WARM_LAZY_COMMIT_GNN_T060,300,381.02755,383.4742305,6,small
matpower/case300,WARM_LAZY_COMMIT_GRU,300,725.3437558333334,521.2854805,6,small
matpower/case300,WARM_LAZY_COMMIT_HINTS,300,724.5133085000001,521.956272,6,small
matpower/case300,WARM_LAZY_GNN_T060,300,380.8210676666667,381.80484850000005,6,small
matpower/case300,WARM_LAZY_GRU,300,714.1340613333333,679.5911114999999,6,small
matpower/case300,WARM_LAZY_ML_STACK,300,377.6256251666667,377.58456650000005,6,small
matpower/case300,WARM_LAZY_TOPK128,300,388.27687749999996,386.0018465,6,small
matpower/case300,WARM_LPSCREEN_LAZY_T010,300,384.971221,380.647877,6,small
matpower/case300,WARM_LPSCREEN_LAZY_T020,300,384.836139,380.456764,6,small
matpower/case300,WARM_LPSCREEN_LAZY_T030,300,465.3381136666667,451.35000349999996,6,small
matpower/case300,WARM_LPSCREEN_LAZY_T050,300,549.473043,520.5591325,6,small
matpower/case300,WARM_LPSCREEN_LAZY_T080,300,621.2847876666666,595.0070175000001,6,small
matpower/case300,WARM_LPSCREEN_T010,300,166.51023566666666,156.69410249999999,6,small
matpower/case300,WARM_LPSCREEN_T020,300,195.36739799999998,198.28366649999998,6,small
matpower/case300,WARM_LPSCREEN_T030,300,391.6676688333334,386.8081105,6,small
matpower/case300,WARM_LPSCREEN_T050,300,408.00482650000004,396.944157,6,small
matpower/case300,WARM_LPSCREEN_T080,300,466.88906633333335,470.74735699999997,6,small
matpower/case300,WARM_PRUNE_LAZY_T010,300,377.6537613333333,376.3051015,6,small
matpower/case300,WARM_PRUNE_LAZY_T020,300,375.61930766666666,375.3474145,6,small
matpower/case300,WARM_PRUNE_LAZY_T030,300,410.26426383333336,400.73312799999997,6,small
matpower/case300,WARM_PRUNE_LAZY_T050,300,503.3617565,451.967367,6,small
matpower/case300,WARM_PRUNE_LAZY_T080,300,553.9094258333333,515.9968114999999,6,small
matpower/case300,WARM_PRUNE_T010,300,128.54845233333333,133.669654,6,small
matpower/case300,WARM_PRUNE_T020,300,142.36737066666666,146.161176,6,small
matpower/case300,WARM_PRUNE_T030,300,300.4715396666666,311.1465785,6,small
matpower/case300,WARM_PRUNE_T050,300,383.599563,383.636616,6,small
matpower/case300,WARM_PRUNE_T080,300,452.83753300000006,453.26518599999997,6,small
matpower/case300,WARM_SR_LAZY,300,727.4108781666667,694.3215005,6,small
matpower/case1354pegase,LAZY_ALL,1354,1805.4458723333335,1805.377414,6,large
matpower/case1354pegase,LAZY_BANDIT,1354,992.2679988333333,902.5989480000001,6,large
matpower/case1354pegase,LAZY_COMMIT_HINTS,1354,1827.8629903333333,1805.291162,6,large
matpower/case1354pegase,LAZY_GNN_T080,1354,1807.9456050000001,1807.927979,6,large
matpower/case1354pegase,STREDUCE_LAZY_GRU,1354,1846.7503033333332,1846.4710755,6,large
matpower/case1354pegase,WARM_LAZY_GRU,1354,1922.1509035,1835.6368590000002,6,large
matpower/case1354pegase,WARM_PRUNE_LAZY_T030,1354,1840.9110386666669,1840.723179,6,large
matpower/case2383wp,LAZY_ALL,2383,1078.467394,1070.096802,6,large
matpower/case2383wp,LAZY_BANDIT,2383,1105.8451803333335,1067.1577275,6,large
matpower/case2383wp,LAZY_COMMIT_HINTS,2383,1080.6103655,1070.412791,6,large
matpower/case2383wp,LAZY_GNN_T080,2383,1082.26873,1078.6946619999999,6,large
matpower/case2383wp,WARM_LAZY_GRU,2383,1162.0709231666667,1145.291092,6,large
matpower/case2383wp,WARM_PRUNE_LAZY_T030,2383,1202.3985285,1106.6914645,6,large
matpower/case3375wp,LAZY_ALL,3375,3617.6057156666666,3610.5235384999996,6,large
matpower/case3375wp,LAZY_BANDIT,3375,4353.833672,3612.807552,6,large
matpower/case3375wp,LAZY_COMMIT_HINTS,3375,3617.154320333333,3612.7007089999997,6,large
matpower/case3375wp,LAZY_GNN_T080,3375,3707.8066424999997,3644.246593,6,large
matpower/case3375wp,WARM_LAZY_GRU,3375,3800.0565418333335,3800.7272265,6,large
matpower/case3375wp,WARM_PRUNE_LAZY_T030,3375,3853.166699,3853.8051815,6,large
matpower/case6515rte,LAZY_ALL,6515,4723.363344833334,4199.507162,6,large
matpower/case6515rte,LAZY_BANDIT,6515,6039.688931000001,6121.867303999999,4,large
matpower/case6515rte,LAZY_COMMIT_HINTS,6515,4315.2437035,4342.3959005,6,large
matpower/case6515rte,LAZY_GNN_T080,6515,2988.0253666666667,2941.5664875,6,large
matpower/case6515rte,STREDUCE_LAZY_GRU,6515,4373.182288833334,4167.2344765,6,large
matpower/case6515rte,WARM_LAZY_GRU,6515,4928.1982788333335,4860.443562500001,6,large
matpower/case6515rte,WARM_PRUNE_LAZY_T030,6515,4249.653675333333,3888.0970125,6,large
