timestamp_utc,run_id,result_key,stage,case_folder,instance_name,mode_id,mode_family,time_limit_sec,mip_gap_target,status,status_code,runtime_sec,wall_sec,mip_gap,obj_val,obj_bound,nodes,has_incumbent,feasible_ok,violations,max_constraint_residual,objective_inconsistency,pass,exact_method,screen_setup_sec,num_vars_root,num_constrs_root,num_vars_final,num_constrs_final,warm_start_applied_vars,branch_hints_applied,constr_total_cont,constr_kept_cont,constr_ratio_cont_explicit,constr_realized_cont,constr_ratio_cont_realized,screen_monitored_lines,explicit_added_cont,lazy_added_cont,active_set_iters,active_set_added,active_set_dropped,shrink_window_count,shrink_window_size,shrink_overlap,fixed_commit_vars,fixed_commit_on,fixed_commit_off,st_kept_line_pairs,st_kept_gen_pairs,candidate_solution_json,train_solution_json,error_message,logfile,peak_memory_gb,constr_ratio_cont,runtime_report_sec,st_used_commit_model,st_used_gnn_model,st_used_gru_model,mode,mode_original,timestamp,gurobi_log_path,norel_heur_elapsed_sec,runtime_ex_norel_sec,method_exactness,mode_clean,with_LAZY,with_PRUNE,with_LPSCREEN,with_SR,with_ACTIVESET,with_SHRINK,with_STREDUCE,with_GNN,with_COMMIT,with_GRU,with_BANDIT,is_heuristic_method,is_exact_method,is_raw_baseline,obj_raw,obj_ppm_vs_raw
2026-04-30 08:36:55,paper_m4pro_fullmodes_2026-04-29,TEST::STREDUCE_LAZY_GRU::matpower/case89pegase/2017-09-15::300,TEST,matpower/case89pegase,matpower/case89pegase/2017-09-15,STREDUCE_LAZY_GRU,STREDUCE_LAZY,300,0.05,OPTIMAL,2.0,174.635511,193.407675,0.00319389,3348525.360525,3337830.554275,1.0,1,OK,OK,3.43391093e-10,8.84756446e-09,1,1,0.030294,44496.0,2491037.0,44496.0,2491037.0,41292.0,0.0,2459952.0,0.0,0.0,96.0,3.9e-05,0.0,2459952.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,341.0,209.0,132.0,0.0,0.0,results/paper_m4pro_fullmodes_2026-04-29/solutions/test/streduce_lazy_gru/matpower/case89pegase/2017-09-15.json,,,results/paper_m4pro_fullmodes_2026-04-29/results.csv,,,193.407675,,,,STREDUCE_LAZY_GRU,STREDUCE_LAZY_GRU,2026-04-30 08:36:55,results/paper_m4pro_fullmodes_2026-04-29/logs/gurobi/test/matpower_case89pegase_2017-09-15__streduce_lazy_gru.log,109.0,84.40767500000001,heuristic,STREDUCE_LAZY_GRU,True,False,False,False,False,False,True,False,False,True,False,True,False,False,3335116.463617,4020.518339997607
2026-04-30 08:39:36,paper_m4pro_fullmodes_2026-04-29,TEST::STREDUCE_LAZY_GRU::matpower/case89pegase/2017-11-15::300,TEST,matpower/case89pegase,matpower/case89pegase/2017-11-15,STREDUCE_LAZY_GRU,STREDUCE_LAZY,300,0.05,OPTIMAL,2.0,141.834014,160.47484,0.01361685,3009516.872741,2968536.731226,1.0,1,OK,OK,4.30418368e-10,9.31322575e-10,1,1,0.030536,44496.0,2491011.0,44496.0,2491011.0,41292.0,0.0,2459952.0,0.0,0.0,0.0,0.0,0.0,2459952.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,315.0,167.0,148.0,0.0,0.0,results/paper_m4pro_fullmodes_2026-04-29/solutions/test/streduce_lazy_gru/matpower/case89pegase/2017-11-15.json,,,results/paper_m4pro_fullmodes_2026-04-29/results.csv,,,160.47484,,,,STREDUCE_LAZY_GRU,STREDUCE_LAZY_GRU,2026-04-30 08:39:36,results/paper_m4pro_fullmodes_2026-04-29/logs/gurobi/test/matpower_case89pegase_2017-11-15__streduce_lazy_gru.log,98.0,62.47484,heuristic,STREDUCE_LAZY_GRU,True,False,False,False,False,False,True,False,False,True,False,True,False,False,2986511.400019,7703.125701061653
2026-04-30 09:24:58,paper_m4pro_fullmodes_2026-04-29,TEST::RAW::matpower/case118/2017-01-15::600,TEST,matpower/case118,matpower/case118/2017-01-15,RAW,RAW,600,0.05,OPTIMAL,2.0,210.788583,222.777376,2.47e-05,4815570.13633,4815451.177755,1.0,1,OK,OK,3.2471803e-12,9.31322575e-09,1,1,0.0,53316.0,1601820.0,53316.0,1601820.0,0.0,0.0,,,,,,,1555992.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,results/paper_m4pro_fullmodes_2026-04-29/solutions/test/raw/matpower/case118/2017-01-15.json,,,results/paper_m4pro_fullmodes_2026-04-29/results.csv,,,222.777376,,,,RAW,RAW,2026-04-30 09:24:58,results/paper_m4pro_fullmodes_2026-04-29/logs/gurobi/test/matpower_case118_2017-01-15__raw.log,183.0,39.777376000000004,exact,RAW,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4815570.13633,0.0
2026-04-30 09:28:53,paper_m4pro_fullmodes_2026-04-29,TEST::RAW::matpower/case118/2017-03-15::600,TEST,matpower/case118,matpower/case118/2017-03-15,RAW,RAW,600,0.05,OPTIMAL,2.0,222.419656,234.462762,0.0,5716792.895231,5716792.895231,1.0,1,OK,OK,4.10693701e-12,8.94069672e-08,1,1,0.0,53316.0,1601820.0,53316.0,1601820.0,0.0,0.0,,,,,,,1555992.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,results/paper_m4pro_fullmodes_2026-04-29/solutions/test/raw/matpower/case118/2017-03-15.json,,,results/paper_m4pro_fullmodes_2026-04-29/results.csv,,,234.462762,,,,RAW,RAW,2026-04-30 09:28:53,results/paper_m4pro_fullmodes_2026-04-29/logs/gurobi/test/matpower_case118_2017-03-15__raw.log,180.0,54.462762,exact,RAW,False,False,False,False,False,False,False,False,False,False,False,False,True,True,5716792.895231,0.0
2026-04-30 09:33:07,paper_m4pro_fullmodes_2026-04-29,TEST::RAW::matpower/case118/2017-05-15::600,TEST,matpower/case118,matpower/case118/2017-05-15,RAW,RAW,600,0.05,OPTIMAL,2.0,241.637765,253.531231,3.807e-05,4237466.677324,4237305.376598,1.0,1,OK,OK,3.32534e-12,5.12227416e-08,1,1,0.0,53316.0,1601820.0,53316.0,1601820.0,0.0,0.0,,,,,,,1555992.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,results/paper_m4pro_fullmodes_2026-04-29/solutions/test/raw/matpower/case118/2017-05-15.json,,,results/paper_m4pro_fullmodes_2026-04-29/results.csv,,,253.531231,,,,RAW,RAW,2026-04-30 09:33:07,results/paper_m4pro_fullmodes_2026-04-29/logs/gurobi/test/matpower_case118_2017-05-15__raw.log,195.0,58.53123099999999,exact,RAW,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4237466.677324,0.0
2026-04-30 09:37:32,paper_m4pro_fullmodes_2026-04-29,TEST::RAW::matpower/case118/2017-07-15::600,TEST,matpower/case118,matpower/case118/2017-07-15,RAW,RAW,600,0.05,OPTIMAL,2.0,253.346154,264.891034,2.52e-06,6030590.18682,6030574.988209,1.0,1,OK,OK,3.4034997e-12,5.96046448e-08,1,1,0.0,53316.0,1601820.0,53316.0,1601820.0,0.0,0.0,,,,,,,1555992.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,results/paper_m4pro_fullmodes_2026-04-29/solutions/test/raw/matpower/case118/2017-07-15.json,,,results/paper_m4pro_fullmodes_2026-04-29/results.csv,,,264.891034,,,,RAW,RAW,2026-04-30 09:37:32,results/paper_m4pro_fullmodes_2026-04-29/logs/gurobi/test/matpower_case118_2017-07-15__raw.log,183.0,81.89103399999999,exact,RAW,False,False,False,False,False,False,False,False,False,False,False,False,True,True,6030590.18682,0.0
2026-04-30 09:41:38,paper_m4pro_fullmodes_2026-04-29,TEST::RAW::matpower/case118/2017-09-15::600,TEST,matpower/case118,matpower/case118/2017-09-15,RAW,RAW,600,0.05,OPTIMAL,2.0,234.996759,246.684613,0.00130135,5291335.985763,5284450.128834,1.0,1,OK,OK,5.03064257e-12,1.76951289e-08,1,1,0.0,53316.0,1601820.0,53316.0,1601820.0,0.0,0.0,,,,,,,1555992.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,results/paper_m4pro_fullmodes_2026-04-29/solutions/test/raw/matpower/case118/2017-09-15.json,,,results/paper_m4pro_fullmodes_2026-04-29/results.csv,,,246.684613,,,,RAW,RAW,2026-04-30 09:41:38,results/paper_m4pro_fullmodes_2026-04-29/logs/gurobi/test/matpower_case118_2017-09-15__raw.log,182.0,64.68461300000001,exact,RAW,False,False,False,False,False,False,False,False,False,False,False,False,True,True,5291335.985763,0.0
2026-04-30 09:45:38,paper_m4pro_fullmodes_2026-04-29,TEST::RAW::matpower/case118/2017-11-15::600,TEST,matpower/case118,matpower/case118/2017-11-15,RAW,RAW,600,0.05,OPTIMAL,2.0,227.38021,239.001108,6.572e-05,4704419.295547,4704110.110966,1.0,1,OK,OK,5.09459142e-12,1.39698386e-08,1,1,0.0,53316.0,1601820.0,53316.0,1601820.0,0.0,0.0,,,,,,,1555992.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,results/paper_m4pro_fullmodes_2026-04-29/solutions/test/raw/matpower/case118/2017-11-15.json,,,results/paper_m4pro_fullmodes_2026-04-29/results.csv,,,239.001108,,,,RAW,RAW,2026-04-30 09:45:38,results/paper_m4pro_fullmodes_2026-04-29/logs/gurobi/test/matpower_case118_2017-11-15__raw.log,181.0,58.00110799999999,exact,RAW,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4704419.295547,0.0
2026-04-30 09:46:03,paper_m4pro_fullmodes_2026-04-29,TEST::RAW_GNN::matpower/case118/2017-01-15::600,TEST,matpower/case118,matpower/case118/2017-01-15,RAW_GNN,RAW,600,0.05,OPTIMAL,2.0,23.879468,24.65821,0.04143062,5023581.25552,4815451.177755,0.0,1,OK,OK,5.45104939e-09,3.7252903e-09,1,1,0.0,53316.0,45828.0,53316.0,45828.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,results/paper_m4pro_fullmodes_2026-04-29/solutions/test/raw_gnn/matpower/case118/2017-01-15.json,,,results/paper_m4pro_fullmodes_2026-04-29/results.csv,,,24.65821,,,,RAW_GNN,RAW_GNN,2026-04-30 09:46:03,results/paper_m4pro_fullmodes_2026-04-29/logs/gurobi/test/matpower_case118_2017-01-15__raw_gnn.log,21.0,3.6582100000000004,heuristic,RAW_GNN,False,False,False,False,False,False,False,True,False,False,False,True,False,False,4815570.13633,43195.53309393342
2026-04-30 09:46:28,paper_m4pro_fullmodes_2026-04-29,TEST::RAW_GNN::matpower/case118/2017-03-15::600,TEST,matpower/case118,matpower/case118/2017-03-15,RAW_GNN,RAW,600,0.05,OPTIMAL,2.0,24.317847,25.140235,0.04795132,6004718.755153,5716784.590326,0.0,1,OK,OK,9.30953092e-10,7.35744834e-08,1,1,0.0,53316.0,45828.0,53316.0,45828.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,results/paper_m4pro_fullmodes_2026-04-29/solutions/test/raw_gnn/matpower/case118/2017-03-15.json,,,results/paper_m4pro_fullmodes_2026-04-29/results.csv,,,25.140235,,,,RAW_GNN,RAW_GNN,2026-04-30 09:46:28,results/paper_m4pro_fullmodes_2026-04-29/logs/gurobi/test/matpower_case118_2017-03-15__raw_gnn.log,21.0,4.1402350000000006,heuristic,RAW_GNN,False,False,False,False,False,False,False,True,False,False,False,True,False,False,5716792.895231,50364.92753868878
