case_folder,instance_name,reference_mode,mode,runtime_speedup_vs_reference,runtime_delta_vs_reference,status,feasible_ok,violations,mip_gap
matpower/case14,matpower/case14/2017-05-15,RAW,WARM_PRUNE_T080,9.173202798402905,-3.0480080000000003,OPTIMAL,OK,OK,0.04037399
matpower/case14,matpower/case14/2017-05-15,RAW,WARM_LPSCREEN_T010,8.878926618339056,-3.035648,OPTIMAL,OK,OK,0.01351316
matpower/case14,matpower/case14/2017-05-15,RAW,WARM_LPSCREEN_T020,8.796212491321901,-3.032025,OPTIMAL,OK,OK,0.01351316
matpower/case14,matpower/case14/2017-05-15,RAW,WARM_LPSCREEN_T030,8.775678518290492,-3.0311150000000002,OPTIMAL,OK,OK,0.01351316
matpower/case14,matpower/case14/2017-05-15,RAW,WARM_LPSCREEN_T050,8.345636937158917,-3.011028,OPTIMAL,OK,OK,0.01351316
matpower/case14,matpower/case14/2017-05-15,RAW,WARM_LPSCREEN_T080,3.5585179806873137,-2.459598,OPTIMAL,OK,OK,0.01351316
matpower/case14,matpower/case14/2017-05-15,RAW,WARM_PRUNE_LAZY_T010,10.828108036248421,-3.105004,OPTIMAL,OK,OK,0.01351316
matpower/case14,matpower/case14/2017-05-15,RAW,WARM_PRUNE_LAZY_T020,10.95509000252987,-3.108666,OPTIMAL,OK,OK,0.01351316
matpower/case14,matpower/case14/2017-05-15,RAW,WARM_PRUNE_LAZY_T030,11.032320378737307,-3.110852,OPTIMAL,OK,OK,0.01351316
matpower/case14,matpower/case14/2017-05-15,RAW,WARM_PRUNE_LAZY_T050,11.484580625235,-3.123063,OPTIMAL,OK,OK,0.01351316
matpower/case14,matpower/case14/2017-05-15,RAW,WARM_PRUNE_LAZY_T080,11.209124092374635,-3.115743,OPTIMAL,OK,OK,0.01351316
matpower/case14,matpower/case14/2017-05-15,RAW,WARM_LPSCREEN_LAZY_T010,7.196302279889098,-2.945561,OPTIMAL,OK,OK,0.01351316
matpower/case14,matpower/case14/2017-05-15,RAW,WARM_LPSCREEN_LAZY_T020,8.299735063347034,-3.0087610000000002,OPTIMAL,OK,OK,0.01351316
matpower/case14,matpower/case14/2017-05-15,RAW,WARM_LPSCREEN_LAZY_T030,8.255490693392344,-3.006552,OPTIMAL,OK,OK,0.01351316
matpower/case14,matpower/case14/2017-05-15,RAW,WARM_LPSCREEN_LAZY_T050,8.493583138638469,-3.018168,OPTIMAL,OK,OK,0.01351316
matpower/case14,matpower/case14/2017-05-15,RAW,WARM_LPSCREEN_LAZY_T080,7.454609045068446,-2.962033,OPTIMAL,OK,OK,0.01351316
matpower/case14,matpower/case14/2017-05-15,RAW,WARM_SR_LAZY,5.967885154843482,-2.8477110000000003,OPTIMAL,OK,OK,0.01351316
matpower/case14,matpower/case14/2017-05-15,RAW,SHRINK_LAZY,9.679352962147663,-3.0675090000000003,OPTIMAL,OK,OK,0.02408227
matpower/case14,matpower/case14/2017-05-15,RAW,STREDUCE_CONSERVATIVE,0.18608654358212254,14.962634999999999,OPTIMAL,OK,OK,0.0
matpower/case14,matpower/case14/2017-05-15,RAW,STREDUCE_AGGRESSIVE,0.1864267519679268,14.929086999999999,OPTIMAL,OK,OK,0.0
matpower/case14,matpower/case14/2017-05-15,RAW,STREDUCE_GRU,0.1867876639828648,14.893631,OPTIMAL,OK,OK,0.0
matpower/case14,matpower/case14/2017-05-15,RAW,STREDUCE_LAZY,0.18670400963347686,14.901837,OPTIMAL,OK,OK,0.0
matpower/case14,matpower/case14/2017-05-15,RAW,STREDUCE_LAZY_CONSERVATIVE,0.1862206105658933,14.9494,OPTIMAL,OK,OK,0.0
matpower/case14,matpower/case14/2017-05-15,RAW,STREDUCE_LAZY_AGGRESSIVE,0.18684846896590598,14.887671000000001,OPTIMAL,OK,OK,0.0
matpower/case14,matpower/case14/2017-05-15,RAW,STREDUCE_LAZY_GRU,0.18681453163980732,14.890996999999999,OPTIMAL,OK,OK,0.0
matpower/case14,matpower/case14/2017-05-15,RAW,ACTIVESET,10.903100478712894,-3.107177,OPTIMAL,OK,OK,0.01351316
matpower/case14,matpower/case14/2017-05-15,RAW,ACTIVESET_B500,12.925577335791797,-3.1562710000000003,OPTIMAL,OK,OK,0.01351316
matpower/case14,matpower/case14/2017-05-15,RAW,ACTIVESET_B5000,13.166709645635196,-3.161118,OPTIMAL,OK,OK,0.01351316
matpower/case14,matpower/case14/2017-05-15,RAW,ACTIVESET_NOCLEAN,11.093317292413856,-3.1125570000000002,OPTIMAL,OK,OK,0.01351316
matpower/case14,matpower/case14/2017-05-15,RAW,WARM_ACTIVESET,11.634250442116718,-3.126895,OPTIMAL,OK,OK,0.01351316
matpower/case14,matpower/case14/2017-05-15,RAW,ACTIVESET_LAZY,11.483501174890904,-3.1230350000000002,OPTIMAL,OK,OK,0.01351316
matpower/case14,matpower/case14/2017-05-15,RAW,ACTIVESET_LAZY_TOPK128,11.303308453026442,-3.118286,OPTIMAL,OK,OK,0.01351316
matpower/case14,matpower/case14/2017-05-15,RAW,WARM_ACTIVESET_LAZY,10.731974739695257,-3.102174,OPTIMAL,OK,OK,0.01351316
matpower/case14,matpower/case14/2017-05-15,RAW,STREDUCE,0.1869354398732946,14.879152999999999,OPTIMAL,OK,OK,0.0
matpower/case14,matpower/case14/2017-07-15,RAW,RAW,1.0,0.0,OPTIMAL,OK,OK,0.00788338
matpower/case14,matpower/case14/2017-07-15,RAW,RAW_GNN,8.959351946357282,-3.080309,OPTIMAL,OK,OK,0.00788338
matpower/case14,matpower/case14/2017-07-15,RAW,RAW_COMMIT_HINTS,1.0971394686997085,-0.30699200000000015,OPTIMAL,OK,OK,0.00788338
matpower/case14,matpower/case14/2017-07-15,RAW,WARM,1.0354595611566115,-0.11873900000000015,OPTIMAL,OK,OK,0.00788338
matpower/case14,matpower/case14/2017-07-15,RAW,WARM_BRANCH_HINTS,0.9863016893900388,0.04815600000000009,OPTIMAL,OK,OK,0.00788338
matpower/case14,matpower/case14/2017-07-15,RAW,WARM_COMMIT_HINTS,0.9857013751662705,0.050297000000000036,OPTIMAL,OK,OK,0.00788338
matpower/case14,matpower/case14/2017-07-15,RAW,WARM_GRU,0.9497632517912935,0.18339999999999979,OPTIMAL,OK,OK,0.00788338
matpower/case14,matpower/case14/2017-07-15,RAW,LAZY_ALL,12.001779162339911,-3.178414,OPTIMAL,OK,OK,0.00788338
matpower/case14,matpower/case14/2017-07-15,RAW,LAZY_TOPK128,11.993808199465914,-3.178222,OPTIMAL,OK,OK,0.00788338
matpower/case14,matpower/case14/2017-07-15,RAW,LAZY_BANDIT,11.925044452622275,-3.176555,OPTIMAL,OK,OK,0.00788338
matpower/case14,matpower/case14/2017-07-15,RAW,LAZY_COMMIT_HINTS,5.8046875261580695,-2.869984,OPTIMAL,OK,OK,0.00788338
matpower/case14,matpower/case14/2017-07-15,RAW,LAZY_GNN_T060,10.134937082559958,-3.125199,OPTIMAL,OK,OK,0.00788338
matpower/case14,matpower/case14/2017-07-15,RAW,LAZY_GNN_T080,11.727805607324902,-3.171665,OPTIMAL,OK,OK,0.00788338
matpower/case14,matpower/case14/2017-07-15,RAW,LAZY_COMMIT_GNN_T060,5.864924432716785,-2.876119,OPTIMAL,OK,OK,0.00788338
matpower/case14,matpower/case14/2017-07-15,RAW,WARM_LAZY,11.135921737650266,-3.155951,OPTIMAL,OK,OK,0.00788338
matpower/case14,matpower/case14/2017-07-15,RAW,WARM_LAZY_TOPK128,11.042682616117608,-3.153322,OPTIMAL,OK,OK,0.00788338
matpower/case14,matpower/case14/2017-07-15,RAW,WARM_LAZY_BANDIT,11.097855206429578,-3.154883,OPTIMAL,OK,OK,0.00788338
matpower/case14,matpower/case14/2017-07-15,RAW,WARM_LAZY_COMMIT_HINTS,10.865031366920903,-3.148188,OPTIMAL,OK,OK,0.00788338
matpower/case14,matpower/case14/2017-07-15,RAW,WARM_LAZY_GRU,11.264352057905286,-3.159501,OPTIMAL,OK,OK,0.00788338
matpower/case14,matpower/case14/2017-07-15,RAW,WARM_LAZY_BRANCH_HINTS,11.31157349410168,-3.160786,OPTIMAL,OK,OK,0.00788338
matpower/case14,matpower/case14/2017-07-15,RAW,WARM_LAZY_GNN_T060,11.22711229981155,-3.15848,OPTIMAL,OK,OK,0.00788338
matpower/case14,matpower/case14/2017-07-15,RAW,WARM_LAZY_COMMIT_GNN_T060,10.742933450657313,-3.144561,OPTIMAL,OK,OK,0.00788338
matpower/case14,matpower/case14/2017-07-15,RAW,WARM_LAZY_COMMIT_GRU,10.220286625518042,-3.128056,OPTIMAL,OK,OK,0.00788338
matpower/case14,matpower/case14/2017-07-15,RAW,WARM_LAZY_ML_STACK,10.787923100616975,-3.1459070000000002,OPTIMAL,OK,OK,0.00788338
matpower/case14,matpower/case14/2017-07-15,RAW,WARM_PRUNE_T010,8.249204774446197,-3.046993,OPTIMAL,OK,OK,0.00788338
matpower/case14,matpower/case14/2017-07-15,RAW,WARM_PRUNE_T020,11.21168341099208,-3.158055,OPTIMAL,OK,OK,0.00788338
matpower/case14,matpower/case14/2017-07-15,RAW,WARM_PRUNE_T030,11.865626336772582,-3.175099,OPTIMAL,OK,OK,0.00788338
matpower/case14,matpower/case14/2017-07-15,RAW,WARM_PRUNE_T050,10.176701075104708,-3.1266030000000002,OPTIMAL,OK,OK,0.00788338
matpower/case14,matpower/case14/2017-07-15,RAW,WARM_PRUNE_T080,4.179828458112075,-2.637779,OPTIMAL,OK,OK,0.0290946
matpower/case14,matpower/case14/2017-07-15,RAW,WARM_LPSCREEN_T010,6.531429777005874,-2.936448,OPTIMAL,OK,OK,0.00788338
matpower/case14,matpower/case14/2017-07-15,RAW,WARM_LPSCREEN_T020,8.634179989043279,-3.065734,OPTIMAL,OK,OK,0.00788338
matpower/case14,matpower/case14/2017-07-15,RAW,WARM_LPSCREEN_T030,7.715944544584641,-3.017944,OPTIMAL,OK,OK,0.00788338
matpower/case14,matpower/case14/2017-07-15,RAW,WARM_LPSCREEN_T050,7.950275723703067,-3.031189,OPTIMAL,OK,OK,0.00788338
matpower/case14,matpower/case14/2017-07-15,RAW,WARM_LPSCREEN_T080,2.8925860731298334,-2.268624,OPTIMAL,OK,OK,0.00847009
matpower/case14,matpower/case14/2017-07-15,RAW,WARM_PRUNE_LAZY_T010,10.813560167786804,-3.146669,OPTIMAL,OK,OK,0.00788338
matpower/case14,matpower/case14/2017-07-15,RAW,WARM_PRUNE_LAZY_T020,11.030492557398224,-3.152975,OPTIMAL,OK,OK,0.00788338
matpower/case14,matpower/case14/2017-07-15,RAW,WARM_PRUNE_LAZY_T030,9.509781818680489,-3.102709,OPTIMAL,OK,OK,0.00788338
matpower/case14,matpower/case14/2017-07-15,RAW,WARM_PRUNE_LAZY_T050,10.955074675437517,-3.150811,OPTIMAL,OK,OK,0.00788338
matpower/case14,matpower/case14/2017-07-15,RAW,WARM_PRUNE_LAZY_T080,11.087740953452974,-3.154598,OPTIMAL,OK,OK,0.00788338
matpower/case14,matpower/case14/2017-07-15,RAW,WARM_LPSCREEN_LAZY_T010,8.074487210537102,-3.037898,OPTIMAL,OK,OK,0.00788338
matpower/case14,matpower/case14/2017-07-15,RAW,WARM_LPSCREEN_LAZY_T020,8.19345386489469,-3.044133,OPTIMAL,OK,OK,0.00788338
matpower/case14,matpower/case14/2017-07-15,RAW,WARM_LPSCREEN_LAZY_T030,7.762724386672697,-3.020652,OPTIMAL,OK,OK,0.00788338
matpower/case14,matpower/case14/2017-07-15,RAW,WARM_LPSCREEN_LAZY_T050,7.351845216008481,-2.995689,OPTIMAL,OK,OK,0.00788338
matpower/case14,matpower/case14/2017-07-15,RAW,WARM_LPSCREEN_LAZY_T080,8.25609924518418,-3.047344,OPTIMAL,OK,OK,0.00788338
matpower/case14,matpower/case14/2017-07-15,RAW,WARM_SR_LAZY,6.999640662473049,-2.971958,OPTIMAL,OK,OK,0.00847009
matpower/case14,matpower/case14/2017-07-15,RAW,SHRINK_LAZY,9.856372091965525,-3.11553,OPTIMAL,OK,OK,0.0348774
matpower/case14,matpower/case14/2017-07-15,RAW,STREDUCE,8.150120701124271,-3.041883,OPTIMAL,OK,OK,0.00090076
matpower/case14,matpower/case14/2017-07-15,RAW,STREDUCE_CONSERVATIVE,8.834123584999402,-3.074823,OPTIMAL,OK,OK,0.00217756
matpower/case14,matpower/case14/2017-07-15,RAW,STREDUCE_AGGRESSIVE,10.56241679841837,-3.139045,OPTIMAL,OK,OK,0.00090076
matpower/case14,matpower/case14/2017-07-15,RAW,STREDUCE_GRU,10.162860701985784,-3.1261390000000002,OPTIMAL,OK,OK,0.00090076
matpower/case14,matpower/case14/2017-07-15,RAW,STREDUCE_LAZY,9.179296432391219,-3.089582,OPTIMAL,OK,OK,0.01170441
matpower/case14,matpower/case14/2017-07-15,RAW,STREDUCE_LAZY_CONSERVATIVE,10.212610415506918,-3.127801,OPTIMAL,OK,OK,0.02586655
matpower/case14,matpower/case14/2017-07-15,RAW,STREDUCE_LAZY_AGGRESSIVE,10.479257965267745,-3.13644,OPTIMAL,OK,OK,0.00090082
matpower/case14,matpower/case14/2017-07-15,RAW,STREDUCE_LAZY_GRU,10.200742553867517,-3.127406,OPTIMAL,OK,OK,0.01170441
matpower/case14,matpower/case14/2017-07-15,RAW,ACTIVESET,8.655323652829887,-3.066715,OPTIMAL,OK,OK,0.00788338
matpower/case14,matpower/case14/2017-07-15,RAW,ACTIVESET_B500,8.687963236731196,-3.06822,OPTIMAL,OK,OK,0.00788338
matpower/case14,matpower/case14/2017-07-15,RAW,ACTIVESET_B5000,7.957537632508429,-3.031587,OPTIMAL,OK,OK,0.00788338
matpower/case14,matpower/case14/2017-07-15,RAW,ACTIVESET_NOCLEAN,8.700018316810567,-3.068773,OPTIMAL,OK,OK,0.00788338
matpower/case14,matpower/case14/2017-07-15,RAW,WARM_ACTIVESET,7.7169062170330776,-3.018,OPTIMAL,OK,OK,0.00788338
matpower/case14,matpower/case14/2017-07-15,RAW,ACTIVESET_LAZY,9.865991731186742,-3.115873,OPTIMAL,OK,OK,0.00788338
matpower/case14,matpower/case14/2017-07-15,RAW,ACTIVESET_LAZY_TOPK128,11.310761702821726,-3.160764,OPTIMAL,OK,OK,0.00788338
matpower/case14,matpower/case14/2017-07-15,RAW,WARM_ACTIVESET_LAZY,9.12148603357834,-3.087188,OPTIMAL,OK,OK,0.00788338
matpower/case14,matpower/case14/2017-09-15,RAW,RAW,1.0,0.0,OPTIMAL,OK,OK,0.00833051
matpower/case14,matpower/case14/2017-09-15,RAW,RAW_GNN,14.348682165051104,-3.3917800000000002,OPTIMAL,OK,OK,0.00833051
matpower/case14,matpower/case14/2017-09-15,RAW,RAW_COMMIT_HINTS,1.9581054793446397,-1.783933,OPTIMAL,OK,OK,0.0236709
matpower/case14,matpower/case14/2017-09-15,RAW,WARM,1.00599867940756,-0.02173999999999987,OPTIMAL,OK,OK,0.00833051
matpower/case14,matpower/case14/2017-09-15,RAW,WARM_BRANCH_HINTS,0.9800933998078455,0.07405099999999987,OPTIMAL,OK,OK,0.00833051
matpower/case14,matpower/case14/2017-09-15,RAW,WARM_COMMIT_HINTS,0.9672659364425958,0.12338300000000002,OPTIMAL,OK,OK,0.00833051
matpower/case14,matpower/case14/2017-09-15,RAW,WARM_GRU,0.9690859675586596,0.11630399999999996,OPTIMAL,OK,OK,0.00833051
matpower/case14,matpower/case14/2017-09-15,RAW,LAZY_ALL,12.117359080031907,-3.3449910000000003,OPTIMAL,OK,OK,0.00395907
matpower/case14,matpower/case14/2017-09-15,RAW,LAZY_TOPK128,11.873094082782428,-3.338801,OPTIMAL,OK,OK,0.00395907
matpower/case14,matpower/case14/2017-09-15,RAW,LAZY_BANDIT,11.869074205499164,-3.3386970000000002,OPTIMAL,OK,OK,0.00395907
matpower/case14,matpower/case14/2017-09-15,RAW,LAZY_COMMIT_HINTS,5.5500565529062715,-2.988964,OPTIMAL,OK,OK,0.00395907
matpower/case14,matpower/case14/2017-09-15,RAW,LAZY_GNN_T060,11.870735940038616,-3.33874,OPTIMAL,OK,OK,0.00395907
matpower/case14,matpower/case14/2017-09-15,RAW,LAZY_GNN_T080,12.003578812900846,-3.342139,OPTIMAL,OK,OK,0.00395907
matpower/case14,matpower/case14/2017-09-15,RAW,LAZY_COMMIT_GNN_T060,5.471659970674707,-2.979552,OPTIMAL,OK,OK,0.00395907
matpower/case14,matpower/case14/2017-09-15,RAW,WARM_LAZY,9.746806644958804,-3.271813,OPTIMAL,OK,OK,0.00395907
matpower/case14,matpower/case14/2017-09-15,RAW,WARM_LAZY_TOPK128,11.143863628027534,-3.318707,OPTIMAL,OK,OK,0.00395907
matpower/case14,matpower/case14/2017-09-15,RAW,WARM_LAZY_BANDIT,10.874010910186321,-3.310588,OPTIMAL,OK,OK,0.00395907
matpower/case14,matpower/case14/2017-09-15,RAW,WARM_LAZY_COMMIT_HINTS,9.777651135223854,-3.272993,OPTIMAL,OK,OK,0.00395907
matpower/case14,matpower/case14/2017-09-15,RAW,WARM_LAZY_GRU,11.194951346604396,-3.3202000000000003,OPTIMAL,OK,OK,0.00395907
matpower/case14,matpower/case14/2017-09-15,RAW,WARM_LAZY_BRANCH_HINTS,10.866621362637886,-3.31036,OPTIMAL,OK,OK,0.00395907
matpower/case14,matpower/case14/2017-09-15,RAW,WARM_LAZY_GNN_T060,11.136306989303147,-3.318485,OPTIMAL,OK,OK,0.00395907
matpower/case14,matpower/case14/2017-09-15,RAW,WARM_LAZY_COMMIT_GNN_T060,10.84448060060203,-3.309675,OPTIMAL,OK,OK,0.00395907
matpower/case14,matpower/case14/2017-09-15,RAW,WARM_LAZY_COMMIT_GRU,11.009992691956926,-3.3147290000000003,OPTIMAL,OK,OK,0.00395907
matpower/case14,matpower/case14/2017-09-15,RAW,WARM_LAZY_ML_STACK,9.430334367102851,-3.2592600000000003,OPTIMAL,OK,OK,0.00395907
matpower/case14,matpower/case14/2017-09-15,RAW,WARM_PRUNE_T010,12.659977637646536,-3.357887,OPTIMAL,OK,OK,0.00833051
matpower/case14,matpower/case14/2017-09-15,RAW,WARM_PRUNE_T020,11.685446521004742,-3.33387,OPTIMAL,OK,OK,0.00833051
matpower/case14,matpower/case14/2017-09-15,RAW,WARM_PRUNE_T030,10.085006389794033,-3.284357,OPTIMAL,OK,OK,0.00833051
matpower/case14,matpower/case14/2017-09-15,RAW,WARM_PRUNE_T050,12.268389775755782,-3.348695,OPTIMAL,OK,OK,0.00406015
matpower/case14,matpower/case14/2017-09-15,RAW,WARM_PRUNE_T080,8.6943491884828,-3.226533,OPTIMAL,OK,OK,0.02350702
matpower/case14,matpower/case14/2017-09-15,RAW,WARM_LPSCREEN_T010,8.968976477129038,-3.239373,OPTIMAL,OK,OK,0.00833051
matpower/case14,matpower/case14/2017-09-15,RAW,WARM_LPSCREEN_T020,9.041845435020907,-3.242649,OPTIMAL,OK,OK,0.00833051
matpower/case14,matpower/case14/2017-09-15,RAW,WARM_LPSCREEN_T030,8.63856309501808,-3.223825,OPTIMAL,OK,OK,0.00833051
matpower/case14,matpower/case14/2017-09-15,RAW,WARM_LPSCREEN_T050,8.874943099524106,-3.235066,OPTIMAL,OK,OK,0.00406015
matpower/case14,matpower/case14/2017-09-15,RAW,WARM_LPSCREEN_T080,6.8683235874790896,-3.115047,OPTIMAL,OK,OK,0.02350702
matpower/case14,matpower/case14/2017-09-15,RAW,WARM_PRUNE_LAZY_T010,10.7302193209644,-3.306095,OPTIMAL,OK,OK,0.00395907
matpower/case14,matpower/case14/2017-09-15,RAW,WARM_PRUNE_LAZY_T020,11.84054963398871,-3.3379570000000003,OPTIMAL,OK,OK,0.00395907
matpower/case14,matpower/case14/2017-09-15,RAW,WARM_PRUNE_LAZY_T030,11.400044401085639,-3.326059,OPTIMAL,OK,OK,0.00395907
matpower/case14,matpower/case14/2017-09-15,RAW,WARM_PRUNE_LAZY_T050,11.082483220660475,-3.316895,OPTIMAL,OK,OK,0.00395907
matpower/case14,matpower/case14/2017-09-15,RAW,WARM_PRUNE_LAZY_T080,11.656082254057875,-3.333084,OPTIMAL,OK,OK,0.00395907
matpower/case14,matpower/case14/2017-09-15,RAW,WARM_LPSCREEN_LAZY_T010,8.054556862190624,-3.193224,OPTIMAL,OK,OK,0.00395907
matpower/case14,matpower/case14/2017-09-15,RAW,WARM_LPSCREEN_LAZY_T020,8.151842949613746,-3.198626,OPTIMAL,OK,OK,0.00395907
matpower/case14,matpower/case14/2017-09-15,RAW,WARM_LPSCREEN_LAZY_T030,7.597685603897755,-3.166005,OPTIMAL,OK,OK,0.00395907
matpower/case14,matpower/case14/2017-09-15,RAW,WARM_LPSCREEN_LAZY_T050,8.164091505551152,-3.199297,OPTIMAL,OK,OK,0.00395907
matpower/case14,matpower/case14/2017-09-15,RAW,WARM_LPSCREEN_LAZY_T080,8.361284004751836,-3.209829,OPTIMAL,OK,OK,0.00395907
matpower/case14,matpower/case14/2017-09-15,RAW,WARM_SR_LAZY,7.12476598438984,-3.134153,OPTIMAL,OK,OK,0.00833051
matpower/case14,matpower/case14/2017-09-15,RAW,SHRINK_LAZY,10.653059137381405,-3.303634,OPTIMAL,OK,OK,0.01406863
matpower/case14,matpower/case14/2017-09-15,RAW,STREDUCE,10.39951109729278,-3.29529,OPTIMAL,OK,OK,0.00459616
matpower/case14,matpower/case14/2017-09-15,RAW,STREDUCE_CONSERVATIVE,11.042070991580351,-3.315691,OPTIMAL,OK,OK,0.00992807
matpower/case14,matpower/case14/2017-09-15,RAW,STREDUCE_AGGRESSIVE,9.508818006363779,-3.262451,OPTIMAL,OK,OK,0.00421182
matpower/case14,matpower/case14/2017-09-15,RAW,STREDUCE_GRU,9.702245486672911,-3.270095,OPTIMAL,OK,OK,0.00459616
matpower/case14,matpower/case14/2017-09-15,RAW,STREDUCE_LAZY,11.05895181936204,-3.316195,OPTIMAL,OK,OK,0.00120081
matpower/case14,matpower/case14/2017-09-15,RAW,STREDUCE_LAZY_CONSERVATIVE,11.135388637592277,-3.318458,OPTIMAL,OK,OK,0.0065509
matpower/case14,matpower/case14/2017-09-15,RAW,STREDUCE_LAZY_AGGRESSIVE,9.637054012761752,-3.267553,OPTIMAL,OK,OK,0.00459232
matpower/case14,matpower/case14/2017-09-15,RAW,STREDUCE_LAZY_GRU,9.669975863989604,-3.268841,OPTIMAL,OK,OK,0.00120081
matpower/case14,matpower/case14/2017-09-15,RAW,ACTIVESET,13.797887478522824,-3.381637,OPTIMAL,OK,OK,0.00833051
matpower/case14,matpower/case14/2017-09-15,RAW,ACTIVESET_B500,13.657505150777299,-3.378921,OPTIMAL,OK,OK,0.00833051
matpower/case14,matpower/case14/2017-09-15,RAW,ACTIVESET_B5000,13.823102763201797,-3.3821190000000003,OPTIMAL,OK,OK,0.00833051
matpower/case14,matpower/case14/2017-09-15,RAW,ACTIVESET_NOCLEAN,12.849020430171947,-3.362124,OPTIMAL,OK,OK,0.00833051
matpower/case14,matpower/case14/2017-09-15,RAW,WARM_ACTIVESET,12.506675494144364,-3.3543570000000003,OPTIMAL,OK,OK,0.00833051
matpower/case14,matpower/case14/2017-09-15,RAW,ACTIVESET_LAZY,11.31822217531137,-3.323747,OPTIMAL,OK,OK,0.00395907
matpower/case14,matpower/case14/2017-09-15,RAW,ACTIVESET_LAZY_TOPK128,11.213958581319456,-3.320752,OPTIMAL,OK,OK,0.00395907
matpower/case14,matpower/case14/2017-09-15,RAW,WARM_ACTIVESET_LAZY,10.609596116855188,-3.302232,OPTIMAL,OK,OK,0.00395907
matpower/case14,matpower/case14/2017-11-15,RAW,RAW,1.0,0.0,OPTIMAL,OK,OK,0.00619405
matpower/case14,matpower/case14/2017-11-15,RAW,RAW_GNN,7.645870907974489,-3.1063,OPTIMAL,OK,OK,0.00619405
matpower/case14,matpower/case14/2017-11-15,RAW,RAW_COMMIT_HINTS,0.9917638462321914,0.029678000000000093,OPTIMAL,OK,OK,0.00619405
matpower/case14,matpower/case14/2017-11-15,RAW,WARM,0.9738247187826997,0.09605700000000006,OPTIMAL,OK,OK,0.00619405
matpower/case14,matpower/case14/2017-11-15,RAW,WARM_BRANCH_HINTS,0.9949275081899027,0.018219999999999903,OPTIMAL,OK,OK,0.00619405
matpower/case14,matpower/case14/2017-11-15,RAW,WARM_COMMIT_HINTS,0.9969258433636295,0.011019999999999808,OPTIMAL,OK,OK,0.00619405
matpower/case14,matpower/case14/2017-11-15,RAW,WARM_GRU,0.9596920029582668,0.15009899999999998,OPTIMAL,OK,OK,0.00619405
matpower/case14,matpower/case14/2017-11-15,RAW,LAZY_ALL,12.485947774074308,-3.287485,OPTIMAL,OK,OK,0.00619405
matpower/case14,matpower/case14/2017-11-15,RAW,LAZY_TOPK128,12.698643328216498,-3.292279,OPTIMAL,OK,OK,0.00619405
matpower/case14,matpower/case14/2017-11-15,RAW,LAZY_BANDIT,10.828123342998857,-3.243664,OPTIMAL,OK,OK,0.00619405
matpower/case14,matpower/case14/2017-11-15,RAW,LAZY_COMMIT_HINTS,12.21298634724809,-3.281088,OPTIMAL,OK,OK,0.00619405
matpower/case14,matpower/case14/2017-11-15,RAW,LAZY_GNN_T060,12.246761569251014,-3.281895,OPTIMAL,OK,OK,0.00619405
matpower/case14,matpower/case14/2017-11-15,RAW,LAZY_GNN_T080,12.619631620207214,-3.290517,OPTIMAL,OK,OK,0.00619405
matpower/case14,matpower/case14/2017-11-15,RAW,LAZY_COMMIT_GNN_T060,12.354084204194654,-3.28443,OPTIMAL,OK,OK,0.00619405
matpower/case14,matpower/case14/2017-11-15,RAW,WARM_LAZY,11.653936710016566,-3.267051,OPTIMAL,OK,OK,0.00619405
matpower/case14,matpower/case14/2017-11-15,RAW,WARM_LAZY_TOPK128,11.73572073625273,-3.269188,OPTIMAL,OK,OK,0.00619405
matpower/case14,matpower/case14/2017-11-15,RAW,WARM_LAZY_BANDIT,11.69156756579916,-3.268038,OPTIMAL,OK,OK,0.00619405
matpower/case14,matpower/case14/2017-11-15,RAW,WARM_LAZY_COMMIT_HINTS,11.269280617055427,-3.256584,OPTIMAL,OK,OK,0.00619405
matpower/case14,matpower/case14/2017-11-15,RAW,WARM_LAZY_GRU,11.663940285062452,-3.267314,OPTIMAL,OK,OK,0.00619405
matpower/case14,matpower/case14/2017-11-15,RAW,WARM_LAZY_BRANCH_HINTS,11.552408783663653,-3.2643560000000003,OPTIMAL,OK,OK,0.00619405
matpower/case14,matpower/case14/2017-11-15,RAW,WARM_LAZY_GNN_T060,9.676650095312365,-3.204391,OPTIMAL,OK,OK,0.00619405
matpower/case14,matpower/case14/2017-11-15,RAW,WARM_LAZY_COMMIT_GNN_T060,11.124194175966133,-3.2524480000000002,OPTIMAL,OK,OK,0.00619405
matpower/case14,matpower/case14/2017-11-15,RAW,WARM_LAZY_COMMIT_GRU,11.257459395436161,-3.2562510000000002,OPTIMAL,OK,OK,0.00619405
matpower/case14,matpower/case14/2017-11-15,RAW,WARM_LAZY_ML_STACK,11.04856641129805,-3.250249,OPTIMAL,OK,OK,0.00619405
matpower/case14,matpower/case14/2017-11-15,RAW,WARM_PRUNE_T010,6.851096093937215,-3.052078,OPTIMAL,OK,OK,0.00619405
matpower/case14,matpower/case14/2017-11-15,RAW,WARM_PRUNE_T020,7.0259000839482,-3.0650560000000002,OPTIMAL,OK,OK,0.00619405
matpower/case14,matpower/case14/2017-11-15,RAW,WARM_PRUNE_T030,6.549754043077284,-3.028079,OPTIMAL,OK,OK,0.00619405
matpower/case14,matpower/case14/2017-11-15,RAW,WARM_PRUNE_T050,6.784824954434995,-3.046983,OPTIMAL,OK,OK,0.00619405
matpower/case14,matpower/case14/2017-11-15,RAW,WARM_PRUNE_T080,16.11096935325357,-3.3518850000000002,OPTIMAL,OK,OK,0.03341907
