case_folder,case_label,case_size,mode,time_budget_pct,median_gap_pct,logs_with_incumbent,logs_total
matpower/case3375wp,case3375wp,3375,LAZY_ALL,90.0,95.3,3,6
matpower/case3375wp,case3375wp,3375,LAZY_ALL,95.0,95.3,3,6
matpower/case3375wp,case3375wp,3375,LAZY_ALL,100.0,95.3,3,6
matpower/case3375wp,case3375wp,3375,LAZY_COMMIT_HINTS,0.0,100.0,0,6
matpower/case3375wp,case3375wp,3375,LAZY_COMMIT_HINTS,5.0,100.0,0,6
matpower/case3375wp,case3375wp,3375,LAZY_COMMIT_HINTS,10.0,100.0,0,6
matpower/case3375wp,case3375wp,3375,LAZY_COMMIT_HINTS,15.0,100.0,0,6
matpower/case3375wp,case3375wp,3375,LAZY_COMMIT_HINTS,20.0,100.0,0,6
matpower/case3375wp,case3375wp,3375,LAZY_COMMIT_HINTS,25.0,100.0,0,6
matpower/case3375wp,case3375wp,3375,LAZY_COMMIT_HINTS,30.0,100.0,0,6
matpower/case3375wp,case3375wp,3375,LAZY_COMMIT_HINTS,35.0,100.0,0,6
matpower/case3375wp,case3375wp,3375,LAZY_COMMIT_HINTS,40.0,100.0,0,6
matpower/case3375wp,case3375wp,3375,LAZY_COMMIT_HINTS,45.0,97.0,3,6
matpower/case3375wp,case3375wp,3375,LAZY_COMMIT_HINTS,50.0,92.0,6,6
matpower/case3375wp,case3375wp,3375,LAZY_COMMIT_HINTS,55.0,80.05000000000001,6,6
matpower/case3375wp,case3375wp,3375,LAZY_COMMIT_HINTS,60.0,79.95,6,6
matpower/case3375wp,case3375wp,3375,LAZY_COMMIT_HINTS,65.0,78.4,6,6
matpower/case3375wp,case3375wp,3375,LAZY_COMMIT_HINTS,70.0,77.0,6,6
matpower/case3375wp,case3375wp,3375,LAZY_COMMIT_HINTS,75.0,76.9,6,6
matpower/case3375wp,case3375wp,3375,LAZY_COMMIT_HINTS,80.0,74.5,6,6
matpower/case3375wp,case3375wp,3375,LAZY_COMMIT_HINTS,85.0,74.44999999999999,6,6
matpower/case3375wp,case3375wp,3375,LAZY_COMMIT_HINTS,90.0,74.44999999999999,6,6
matpower/case3375wp,case3375wp,3375,LAZY_COMMIT_HINTS,95.0,74.44999999999999,6,6
matpower/case3375wp,case3375wp,3375,LAZY_COMMIT_HINTS,100.0,74.4,6,6
matpower/case3375wp,case3375wp,3375,WARM_LAZY_GRU,0.0,100.0,0,6
matpower/case3375wp,case3375wp,3375,WARM_LAZY_GRU,5.0,100.0,0,6
matpower/case3375wp,case3375wp,3375,WARM_LAZY_GRU,10.0,100.0,0,6
matpower/case3375wp,case3375wp,3375,WARM_LAZY_GRU,15.0,100.0,0,6
matpower/case3375wp,case3375wp,3375,WARM_LAZY_GRU,20.0,100.0,0,6
matpower/case3375wp,case3375wp,3375,WARM_LAZY_GRU,25.0,100.0,0,6
matpower/case3375wp,case3375wp,3375,WARM_LAZY_GRU,30.0,100.0,0,6
matpower/case3375wp,case3375wp,3375,WARM_LAZY_GRU,35.0,100.0,0,6
matpower/case3375wp,case3375wp,3375,WARM_LAZY_GRU,40.0,100.0,0,6
matpower/case3375wp,case3375wp,3375,WARM_LAZY_GRU,45.0,97.6,3,6
matpower/case3375wp,case3375wp,3375,WARM_LAZY_GRU,50.0,93.25,5,6
matpower/case3375wp,case3375wp,3375,WARM_LAZY_GRU,55.0,93.25,5,6
matpower/case3375wp,case3375wp,3375,WARM_LAZY_GRU,60.0,91.65,5,6
matpower/case3375wp,case3375wp,3375,WARM_LAZY_GRU,65.0,91.65,5,6
matpower/case3375wp,case3375wp,3375,WARM_LAZY_GRU,70.0,90.05000000000001,5,6
matpower/case3375wp,case3375wp,3375,WARM_LAZY_GRU,75.0,89.80000000000001,5,6
matpower/case3375wp,case3375wp,3375,WARM_LAZY_GRU,80.0,87.94999999999999,5,6
matpower/case3375wp,case3375wp,3375,WARM_LAZY_GRU,85.0,87.94999999999999,5,6
matpower/case3375wp,case3375wp,3375,WARM_LAZY_GRU,90.0,87.05,5,6
matpower/case3375wp,case3375wp,3375,WARM_LAZY_GRU,95.0,87.05,5,6
matpower/case3375wp,case3375wp,3375,WARM_LAZY_GRU,100.0,87.05,5,6
matpower/case3375wp,case3375wp,3375,LAZY_BANDIT,0.0,100.0,0,6
matpower/case3375wp,case3375wp,3375,LAZY_BANDIT,5.0,100.0,0,6
matpower/case3375wp,case3375wp,3375,LAZY_BANDIT,10.0,100.0,0,6
matpower/case3375wp,case3375wp,3375,LAZY_BANDIT,15.0,100.0,0,6
matpower/case3375wp,case3375wp,3375,LAZY_BANDIT,20.0,100.0,0,6
matpower/case3375wp,case3375wp,3375,LAZY_BANDIT,25.0,100.0,0,6
matpower/case3375wp,case3375wp,3375,LAZY_BANDIT,30.0,100.0,0,6
matpower/case3375wp,case3375wp,3375,LAZY_BANDIT,35.0,100.0,0,6
matpower/case3375wp,case3375wp,3375,LAZY_BANDIT,40.0,100.0,2,6
matpower/case3375wp,case3375wp,3375,LAZY_BANDIT,45.0,90.9,3,6
matpower/case3375wp,case3375wp,3375,LAZY_BANDIT,50.0,90.25,3,6
matpower/case3375wp,case3375wp,3375,LAZY_BANDIT,55.0,90.15,3,6
matpower/case3375wp,case3375wp,3375,LAZY_BANDIT,60.0,90.15,3,6
matpower/case3375wp,case3375wp,3375,LAZY_BANDIT,65.0,90.15,3,6
matpower/case3375wp,case3375wp,3375,LAZY_BANDIT,70.0,87.85,3,6
matpower/case3375wp,case3375wp,3375,LAZY_BANDIT,75.0,87.8,3,6
matpower/case3375wp,case3375wp,3375,LAZY_BANDIT,80.0,87.25,3,6
matpower/case3375wp,case3375wp,3375,LAZY_BANDIT,85.0,87.25,3,6
matpower/case3375wp,case3375wp,3375,LAZY_BANDIT,90.0,87.25,3,6
matpower/case3375wp,case3375wp,3375,LAZY_BANDIT,95.0,87.25,3,6
matpower/case3375wp,case3375wp,3375,LAZY_BANDIT,100.0,87.25,3,6
matpower/case3375wp,case3375wp,3375,WARM_PRUNE_LAZY_T030,0.0,100.0,0,6
matpower/case3375wp,case3375wp,3375,WARM_PRUNE_LAZY_T030,5.0,100.0,0,6
matpower/case3375wp,case3375wp,3375,WARM_PRUNE_LAZY_T030,10.0,100.0,0,6
matpower/case3375wp,case3375wp,3375,WARM_PRUNE_LAZY_T030,15.0,100.0,0,6
matpower/case3375wp,case3375wp,3375,WARM_PRUNE_LAZY_T030,20.0,100.0,0,6
matpower/case3375wp,case3375wp,3375,WARM_PRUNE_LAZY_T030,25.0,100.0,0,6
matpower/case3375wp,case3375wp,3375,WARM_PRUNE_LAZY_T030,30.0,100.0,0,6
matpower/case3375wp,case3375wp,3375,WARM_PRUNE_LAZY_T030,35.0,100.0,0,6
matpower/case3375wp,case3375wp,3375,WARM_PRUNE_LAZY_T030,40.0,97.2,3,6
matpower/case3375wp,case3375wp,3375,WARM_PRUNE_LAZY_T030,45.0,92.75,5,6
matpower/case3375wp,case3375wp,3375,WARM_PRUNE_LAZY_T030,50.0,92.75,5,6
matpower/case3375wp,case3375wp,3375,WARM_PRUNE_LAZY_T030,55.0,89.45,5,6
matpower/case3375wp,case3375wp,3375,WARM_PRUNE_LAZY_T030,60.0,89.25,5,6
matpower/case3375wp,case3375wp,3375,WARM_PRUNE_LAZY_T030,65.0,89.2,5,6
matpower/case3375wp,case3375wp,3375,WARM_PRUNE_LAZY_T030,70.0,86.0,5,6
matpower/case3375wp,case3375wp,3375,WARM_PRUNE_LAZY_T030,75.0,86.0,5,6
matpower/case3375wp,case3375wp,3375,WARM_PRUNE_LAZY_T030,80.0,85.6,5,6
matpower/case3375wp,case3375wp,3375,WARM_PRUNE_LAZY_T030,85.0,85.6,5,6
matpower/case3375wp,case3375wp,3375,WARM_PRUNE_LAZY_T030,90.0,83.30000000000001,5,6
matpower/case3375wp,case3375wp,3375,WARM_PRUNE_LAZY_T030,95.0,83.30000000000001,5,6
matpower/case3375wp,case3375wp,3375,WARM_PRUNE_LAZY_T030,100.0,82.7,5,6
matpower/case3375wp,case3375wp,3375,LAZY_GNN_T080,0.0,100.0,0,6
matpower/case3375wp,case3375wp,3375,LAZY_GNN_T080,5.0,100.0,0,6
matpower/case3375wp,case3375wp,3375,LAZY_GNN_T080,10.0,100.0,0,6
matpower/case3375wp,case3375wp,3375,LAZY_GNN_T080,15.0,100.0,0,6
matpower/case3375wp,case3375wp,3375,LAZY_GNN_T080,20.0,100.0,0,6
matpower/case3375wp,case3375wp,3375,LAZY_GNN_T080,25.0,100.0,0,6
matpower/case3375wp,case3375wp,3375,LAZY_GNN_T080,30.0,100.0,0,6
matpower/case3375wp,case3375wp,3375,LAZY_GNN_T080,35.0,100.0,0,6
matpower/case3375wp,case3375wp,3375,LAZY_GNN_T080,40.0,100.0,0,6
matpower/case3375wp,case3375wp,3375,LAZY_GNN_T080,45.0,100.0,1,6
matpower/case3375wp,case3375wp,3375,LAZY_GNN_T080,50.0,98.0,3,6
matpower/case3375wp,case3375wp,3375,LAZY_GNN_T080,55.0,98.0,3,6
matpower/case3375wp,case3375wp,3375,LAZY_GNN_T080,60.0,97.25,3,6
matpower/case3375wp,case3375wp,3375,LAZY_GNN_T080,65.0,97.25,3,6
matpower/case3375wp,case3375wp,3375,LAZY_GNN_T080,70.0,96.7,3,6
matpower/case3375wp,case3375wp,3375,LAZY_GNN_T080,75.0,95.5,3,6
matpower/case3375wp,case3375wp,3375,LAZY_GNN_T080,80.0,95.35,3,6
matpower/case3375wp,case3375wp,3375,LAZY_GNN_T080,85.0,95.3,3,6
matpower/case3375wp,case3375wp,3375,LAZY_GNN_T080,90.0,95.3,3,6
matpower/case3375wp,case3375wp,3375,LAZY_GNN_T080,95.0,95.3,3,6
matpower/case3375wp,case3375wp,3375,LAZY_GNN_T080,100.0,95.3,3,6
matpower/case6515rte,case6515rte,6515,LAZY_ALL,0.0,100.0,0,6
matpower/case6515rte,case6515rte,6515,LAZY_ALL,5.0,100.0,0,6
matpower/case6515rte,case6515rte,6515,LAZY_ALL,10.0,100.0,0,6
matpower/case6515rte,case6515rte,6515,LAZY_ALL,15.0,100.0,0,6
matpower/case6515rte,case6515rte,6515,LAZY_ALL,20.0,100.0,0,6
matpower/case6515rte,case6515rte,6515,LAZY_ALL,25.0,100.0,0,6
matpower/case6515rte,case6515rte,6515,LAZY_ALL,30.0,100.0,0,6
matpower/case6515rte,case6515rte,6515,LAZY_ALL,35.0,100.0,0,6
matpower/case6515rte,case6515rte,6515,LAZY_ALL,40.0,100.0,1,6
matpower/case6515rte,case6515rte,6515,LAZY_ALL,45.0,80.5,3,6
matpower/case6515rte,case6515rte,6515,LAZY_ALL,50.0,58.1,3,6
matpower/case6515rte,case6515rte,6515,LAZY_ALL,55.0,32.410000000000004,5,6
matpower/case6515rte,case6515rte,6515,LAZY_ALL,60.0,32.410000000000004,6,6
matpower/case6515rte,case6515rte,6515,LAZY_ALL,65.0,3.5690945,6,6
matpower/case6515rte,case6515rte,6515,LAZY_ALL,70.0,3.5690945,6,6
matpower/case6515rte,case6515rte,6515,LAZY_ALL,75.0,3.5690945,6,6
matpower/case6515rte,case6515rte,6515,LAZY_ALL,80.0,3.5690945,6,6
matpower/case6515rte,case6515rte,6515,LAZY_ALL,85.0,3.5690945,6,6
matpower/case6515rte,case6515rte,6515,LAZY_ALL,90.0,3.3449999999999998,6,6
matpower/case6515rte,case6515rte,6515,LAZY_ALL,95.0,2.2395855,6,6
matpower/case6515rte,case6515rte,6515,LAZY_ALL,100.0,2.2395855,6,6
matpower/case6515rte,case6515rte,6515,LAZY_COMMIT_HINTS,0.0,100.0,0,6
matpower/case6515rte,case6515rte,6515,LAZY_COMMIT_HINTS,5.0,100.0,0,6
matpower/case6515rte,case6515rte,6515,LAZY_COMMIT_HINTS,10.0,100.0,0,6
matpower/case6515rte,case6515rte,6515,LAZY_COMMIT_HINTS,15.0,100.0,0,6
matpower/case6515rte,case6515rte,6515,LAZY_COMMIT_HINTS,20.0,100.0,0,6
matpower/case6515rte,case6515rte,6515,LAZY_COMMIT_HINTS,25.0,100.0,0,6
matpower/case6515rte,case6515rte,6515,LAZY_COMMIT_HINTS,30.0,100.0,0,6
matpower/case6515rte,case6515rte,6515,LAZY_COMMIT_HINTS,35.0,100.0,0,6
matpower/case6515rte,case6515rte,6515,LAZY_COMMIT_HINTS,40.0,100.0,2,6
matpower/case6515rte,case6515rte,6515,LAZY_COMMIT_HINTS,45.0,58.65,3,6
matpower/case6515rte,case6515rte,6515,LAZY_COMMIT_HINTS,50.0,55.9,3,6
matpower/case6515rte,case6515rte,6515,LAZY_COMMIT_HINTS,55.0,31.2883025,5,6
matpower/case6515rte,case6515rte,6515,LAZY_COMMIT_HINTS,60.0,11.938302499999999,6,6
matpower/case6515rte,case6515rte,6515,LAZY_COMMIT_HINTS,65.0,6.598302500000001,6,6
matpower/case6515rte,case6515rte,6515,LAZY_COMMIT_HINTS,70.0,4.2678355,6,6
matpower/case6515rte,case6515rte,6515,LAZY_COMMIT_HINTS,75.0,3.884533,6,6
matpower/case6515rte,case6515rte,6515,LAZY_COMMIT_HINTS,80.0,3.884533,6,6
matpower/case6515rte,case6515rte,6515,LAZY_COMMIT_HINTS,85.0,3.79,6,6
matpower/case6515rte,case6515rte,6515,LAZY_COMMIT_HINTS,90.0,3.79,6,6
matpower/case6515rte,case6515rte,6515,LAZY_COMMIT_HINTS,95.0,3.79,6,6
matpower/case6515rte,case6515rte,6515,LAZY_COMMIT_HINTS,100.0,3.79,6,6
matpower/case6515rte,case6515rte,6515,WARM_LAZY_GRU,0.0,100.0,0,6
matpower/case6515rte,case6515rte,6515,WARM_LAZY_GRU,5.0,100.0,0,6
matpower/case6515rte,case6515rte,6515,WARM_LAZY_GRU,10.0,100.0,0,6
matpower/case6515rte,case6515rte,6515,WARM_LAZY_GRU,15.0,100.0,0,6
matpower/case6515rte,case6515rte,6515,WARM_LAZY_GRU,20.0,100.0,0,6
matpower/case6515rte,case6515rte,6515,WARM_LAZY_GRU,25.0,100.0,0,6
matpower/case6515rte,case6515rte,6515,WARM_LAZY_GRU,30.0,100.0,0,6
matpower/case6515rte,case6515rte,6515,WARM_LAZY_GRU,35.0,100.0,0,6
matpower/case6515rte,case6515rte,6515,WARM_LAZY_GRU,40.0,100.0,2,6
matpower/case6515rte,case6515rte,6515,WARM_LAZY_GRU,45.0,88.35,3,6
matpower/case6515rte,case6515rte,6515,WARM_LAZY_GRU,50.0,88.35,3,6
matpower/case6515rte,case6515rte,6515,WARM_LAZY_GRU,55.0,62.0,5,6
matpower/case6515rte,case6515rte,6515,WARM_LAZY_GRU,60.0,40.7,6,6
matpower/case6515rte,case6515rte,6515,WARM_LAZY_GRU,65.0,2.7497499999999997,6,6
matpower/case6515rte,case6515rte,6515,WARM_LAZY_GRU,70.0,2.7497499999999997,6,6
matpower/case6515rte,case6515rte,6515,WARM_LAZY_GRU,75.0,2.7497499999999997,6,6
matpower/case6515rte,case6515rte,6515,WARM_LAZY_GRU,80.0,2.7497499999999997,6,6
matpower/case6515rte,case6515rte,6515,WARM_LAZY_GRU,85.0,2.00475,6,6
matpower/case6515rte,case6515rte,6515,WARM_LAZY_GRU,90.0,1.25,6,6
matpower/case6515rte,case6515rte,6515,WARM_LAZY_GRU,95.0,1.25,6,6
matpower/case6515rte,case6515rte,6515,WARM_LAZY_GRU,100.0,1.25,6,6
matpower/case6515rte,case6515rte,6515,STREDUCE_LAZY_GRU,0.0,100.0,0,6
matpower/case6515rte,case6515rte,6515,STREDUCE_LAZY_GRU,5.0,100.0,0,6
matpower/case6515rte,case6515rte,6515,STREDUCE_LAZY_GRU,10.0,100.0,0,6
matpower/case6515rte,case6515rte,6515,STREDUCE_LAZY_GRU,15.0,100.0,0,6
matpower/case6515rte,case6515rte,6515,STREDUCE_LAZY_GRU,20.0,100.0,0,6
matpower/case6515rte,case6515rte,6515,STREDUCE_LAZY_GRU,25.0,100.0,0,6
matpower/case6515rte,case6515rte,6515,STREDUCE_LAZY_GRU,30.0,100.0,0,6
matpower/case6515rte,case6515rte,6515,STREDUCE_LAZY_GRU,35.0,100.0,0,6
matpower/case6515rte,case6515rte,6515,STREDUCE_LAZY_GRU,40.0,100.0,0,6
matpower/case6515rte,case6515rte,6515,STREDUCE_LAZY_GRU,45.0,77.2,4,6
matpower/case6515rte,case6515rte,6515,STREDUCE_LAZY_GRU,50.0,69.05000000000001,5,6
matpower/case6515rte,case6515rte,6515,STREDUCE_LAZY_GRU,55.0,2.04,6,6
matpower/case6515rte,case6515rte,6515,STREDUCE_LAZY_GRU,60.0,1.361679,6,6
matpower/case6515rte,case6515rte,6515,STREDUCE_LAZY_GRU,65.0,1.2764739999999999,6,6
matpower/case6515rte,case6515rte,6515,STREDUCE_LAZY_GRU,70.0,1.2764739999999999,6,6
matpower/case6515rte,case6515rte,6515,STREDUCE_LAZY_GRU,75.0,1.2764739999999999,6,6
matpower/case6515rte,case6515rte,6515,STREDUCE_LAZY_GRU,80.0,1.2764739999999999,6,6
matpower/case6515rte,case6515rte,6515,STREDUCE_LAZY_GRU,85.0,1.2764739999999999,6,6
matpower/case6515rte,case6515rte,6515,STREDUCE_LAZY_GRU,90.0,1.2764739999999999,6,6
matpower/case6515rte,case6515rte,6515,STREDUCE_LAZY_GRU,95.0,1.2764739999999999,6,6
matpower/case6515rte,case6515rte,6515,STREDUCE_LAZY_GRU,100.0,1.2764739999999999,6,6
matpower/case6515rte,case6515rte,6515,LAZY_BANDIT,0.0,100.0,0,4
matpower/case6515rte,case6515rte,6515,LAZY_BANDIT,5.0,100.0,0,4
matpower/case6515rte,case6515rte,6515,LAZY_BANDIT,10.0,100.0,0,4
matpower/case6515rte,case6515rte,6515,LAZY_BANDIT,15.0,100.0,0,4
matpower/case6515rte,case6515rte,6515,LAZY_BANDIT,20.0,100.0,0,4
matpower/case6515rte,case6515rte,6515,LAZY_BANDIT,25.0,100.0,0,4
matpower/case6515rte,case6515rte,6515,LAZY_BANDIT,30.0,100.0,0,4
matpower/case6515rte,case6515rte,6515,LAZY_BANDIT,35.0,100.0,0,4
matpower/case6515rte,case6515rte,6515,LAZY_BANDIT,40.0,100.0,0,4
matpower/case6515rte,case6515rte,6515,LAZY_BANDIT,45.0,100.0,0,4
matpower/case6515rte,case6515rte,6515,LAZY_BANDIT,50.0,100.0,1,4
matpower/case6515rte,case6515rte,6515,LAZY_BANDIT,55.0,100.0,1,4
matpower/case6515rte,case6515rte,6515,LAZY_BANDIT,60.0,61.9,2,4
matpower/case6515rte,case6515rte,6515,LAZY_BANDIT,65.0,58.55,2,4
matpower/case6515rte,case6515rte,6515,LAZY_BANDIT,70.0,58.55,2,4
matpower/case6515rte,case6515rte,6515,LAZY_BANDIT,75.0,57.35,2,4
matpower/case6515rte,case6515rte,6515,LAZY_BANDIT,80.0,51.639396,2,4
matpower/case6515rte,case6515rte,6515,LAZY_BANDIT,85.0,51.639396,2,4
matpower/case6515rte,case6515rte,6515,LAZY_BANDIT,90.0,1.8493959999999998,3,4
matpower/case6515rte,case6515rte,6515,LAZY_BANDIT,95.0,1.8493959999999998,3,4
matpower/case6515rte,case6515rte,6515,LAZY_BANDIT,100.0,1.8493959999999998,3,4
matpower/case6515rte,case6515rte,6515,WARM_PRUNE_LAZY_T030,0.0,100.0,0,6
matpower/case6515rte,case6515rte,6515,WARM_PRUNE_LAZY_T030,5.0,100.0,0,6
matpower/case6515rte,case6515rte,6515,WARM_PRUNE_LAZY_T030,10.0,100.0,0,6
matpower/case6515rte,case6515rte,6515,WARM_PRUNE_LAZY_T030,15.0,100.0,0,6
matpower/case6515rte,case6515rte,6515,WARM_PRUNE_LAZY_T030,20.0,100.0,0,6
matpower/case6515rte,case6515rte,6515,WARM_PRUNE_LAZY_T030,25.0,100.0,0,6
matpower/case6515rte,case6515rte,6515,WARM_PRUNE_LAZY_T030,30.0,100.0,0,6
matpower/case6515rte,case6515rte,6515,WARM_PRUNE_LAZY_T030,35.0,100.0,0,6
matpower/case6515rte,case6515rte,6515,WARM_PRUNE_LAZY_T030,40.0,52.365,3,6
matpower/case6515rte,case6515rte,6515,WARM_PRUNE_LAZY_T030,45.0,52.365,3,6
matpower/case6515rte,case6515rte,6515,WARM_PRUNE_LAZY_T030,50.0,29.513312999999997,5,6
matpower/case6515rte,case6515rte,6515,WARM_PRUNE_LAZY_T030,55.0,8.663312999999999,6,6
matpower/case6515rte,case6515rte,6515,WARM_PRUNE_LAZY_T030,60.0,3.7080629999999997,6,6
matpower/case6515rte,case6515rte,6515,WARM_PRUNE_LAZY_T030,65.0,2.549448,6,6
matpower/case6515rte,case6515rte,6515,WARM_PRUNE_LAZY_T030,70.0,2.549448,6,6
matpower/case6515rte,case6515rte,6515,WARM_PRUNE_LAZY_T030,75.0,2.549448,6,6
matpower/case6515rte,case6515rte,6515,WARM_PRUNE_LAZY_T030,80.0,2.549448,6,6
matpower/case6515rte,case6515rte,6515,WARM_PRUNE_LAZY_T030,85.0,1.794698,6,6
matpower/case6515rte,case6515rte,6515,WARM_PRUNE_LAZY_T030,90.0,1.794698,6,6
matpower/case6515rte,case6515rte,6515,WARM_PRUNE_LAZY_T030,95.0,1.794698,6,6
matpower/case6515rte,case6515rte,6515,WARM_PRUNE_LAZY_T030,100.0,1.794698,6,6
matpower/case6515rte,case6515rte,6515,LAZY_GNN_T080,0.0,100.0,0,6
matpower/case6515rte,case6515rte,6515,LAZY_GNN_T080,5.0,100.0,0,6
matpower/case6515rte,case6515rte,6515,LAZY_GNN_T080,10.0,100.0,0,6
matpower/case6515rte,case6515rte,6515,LAZY_GNN_T080,15.0,100.0,0,6
matpower/case6515rte,case6515rte,6515,LAZY_GNN_T080,20.0,100.0,0,6
matpower/case6515rte,case6515rte,6515,LAZY_GNN_T080,25.0,100.0,0,6
matpower/case6515rte,case6515rte,6515,LAZY_GNN_T080,30.0,100.0,0,6
matpower/case6515rte,case6515rte,6515,LAZY_GNN_T080,35.0,50.245,3,6
matpower/case6515rte,case6515rte,6515,LAZY_GNN_T080,40.0,50.2449455,3,6
matpower/case6515rte,case6515rte,6515,LAZY_GNN_T080,45.0,50.2449455,3,6
matpower/case6515rte,case6515rte,6515,LAZY_GNN_T080,50.0,0.49870899999999996,5,6
matpower/case6515rte,case6515rte,6515,LAZY_GNN_T080,55.0,0.49870899999999996,6,6
matpower/case6515rte,case6515rte,6515,LAZY_GNN_T080,60.0,0.49870899999999996,6,6
matpower/case6515rte,case6515rte,6515,LAZY_GNN_T080,65.0,0.49870899999999996,6,6
matpower/case6515rte,case6515rte,6515,LAZY_GNN_T080,70.0,0.49870899999999996,6,6
matpower/case6515rte,case6515rte,6515,LAZY_GNN_T080,75.0,0.49870899999999996,6,6
matpower/case6515rte,case6515rte,6515,LAZY_GNN_T080,80.0,0.49870899999999996,6,6
matpower/case6515rte,case6515rte,6515,LAZY_GNN_T080,85.0,0.49870899999999996,6,6
matpower/case6515rte,case6515rte,6515,LAZY_GNN_T080,90.0,0.49870899999999996,6,6
matpower/case6515rte,case6515rte,6515,LAZY_GNN_T080,95.0,0.49870899999999996,6,6
matpower/case6515rte,case6515rte,6515,LAZY_GNN_T080,100.0,0.49870899999999996,6,6
