case_folder,instance_name,mode,runtime_speedup,runtime_ratio,runtime_delta,nodes_delta,mem_delta_gb,root_constr_ratio,final_to_root_ratio,obj_ppm_vs_raw,feasible_ok,violations,status,mip_gap,warm_start_applied_vars,branch_hints_applied
matpower/case14,matpower/case14/2017-01-15,WARM_LAZY_COMMIT_GNN_T060,3.701245479395855,0.27017932357278485,-1.211514,0.0,,0.16176470588235295,1.0,-18627.663298097617,OK,OK,OPTIMAL,0.00033505,5076.0,0.0
matpower/case14,matpower/case14/2017-01-15,WARM_LAZY_COMMIT_GRU,3.638534780550246,0.2748359051960945,-1.203784,0.0,,0.16176470588235295,1.0,-18627.663298097617,OK,OK,OPTIMAL,0.00033505,5076.0,0.0
matpower/case14,matpower/case14/2017-01-15,WARM_LAZY_ML_STACK,3.581789151167307,0.2791900800956135,-1.196556,0.0,,0.16176470588235295,1.0,-18627.663298097617,OK,OK,OPTIMAL,0.00033505,5076.0,180.0
matpower/case14,matpower/case14/2017-01-15,WARM_PRUNE_T010,2.7720989262395004,0.36073748686759644,-1.061186,0.0,,0.16176470588235295,1.0,-18627.663441463585,OK,OK,OPTIMAL,0.00033505,5076.0,0.0
matpower/case14,matpower/case14/2017-01-15,WARM_PRUNE_T020,2.723337795626952,0.36719646075700474,-1.0504639999999998,0.0,,0.16176470588235295,1.0,-18627.663441463585,OK,OK,OPTIMAL,0.00033505,5076.0,0.0
matpower/case14,matpower/case14/2017-01-15,WARM_PRUNE_T030,2.805142486346185,0.3564881302348893,-1.0682399999999999,0.0,,0.16176470588235295,1.0,-18627.663441463585,OK,OK,OPTIMAL,0.00033505,5076.0,0.0
matpower/case14,matpower/case14/2017-01-15,WARM_PRUNE_T050,6.287653591503416,0.15904184056057294,-1.396004,0.0,,0.16911764705882354,1.0,-18627.663298097617,OK,OK,OPTIMAL,0.00033505,5076.0,0.0
matpower/case14,matpower/case14/2017-01-15,WARM_PRUNE_T080,4.236950446024069,0.23601880945725826,-1.268221,0.0,,0.24509803921568626,1.0,-18627.663298097617,OK,OK,OPTIMAL,0.02058695,5076.0,0.0
matpower/case14,matpower/case14/2017-01-15,WARM_LPSCREEN_T010,2.2050343371013374,0.45350767703443823,-0.9071859999999999,0.0,,0.16176470588235295,1.0,-18627.663441463585,OK,OK,OPTIMAL,0.00033505,5076.0,0.0
matpower/case14,matpower/case14/2017-01-15,WARM_LPSCREEN_T020,2.2379572769984697,0.44683605459224496,-0.9182609999999999,0.0,,0.16176470588235295,1.0,-18627.663441463585,OK,OK,OPTIMAL,0.00033505,5076.0,0.0
matpower/case14,matpower/case14/2017-01-15,WARM_LPSCREEN_T030,2.256391575313139,0.4431854873687965,-0.924321,0.0,,0.16176470588235295,1.0,-18627.663441463585,OK,OK,OPTIMAL,0.00033505,5076.0,0.0
matpower/case14,matpower/case14/2017-01-15,WARM_LPSCREEN_T050,2.3535876979440333,0.42488325413730954,-0.954703,0.0,,0.16176470588235295,1.0,-18627.663441463585,OK,OK,OPTIMAL,0.00033505,5076.0,0.0
matpower/case14,matpower/case14/2017-01-15,WARM_LPSCREEN_T080,3.7988722492768483,0.26323601700224575,-1.22304,0.0,,0.23529411764705882,1.0,-18627.663298097617,OK,OK,OPTIMAL,0.02158243,5076.0,0.0
matpower/case14,matpower/case14/2017-01-15,WARM_PRUNE_LAZY_T010,3.6132941824347706,0.27675576620948233,-1.200597,0.0,,0.16176470588235295,1.0,-18627.663298097617,OK,OK,OPTIMAL,0.00033505,5076.0,0.0
matpower/case14,matpower/case14/2017-01-15,WARM_PRUNE_LAZY_T020,3.651115118990014,0.273888926371794,-1.2053559999999999,0.0,,0.16176470588235295,1.0,-18627.663298097617,OK,OK,OPTIMAL,0.00033505,5076.0,0.0
matpower/case14,matpower/case14/2017-01-15,WARM_PRUNE_LAZY_T030,3.630743792253467,0.27542565854786943,-1.202805,0.0,,0.16176470588235295,1.0,-18627.663298097617,OK,OK,OPTIMAL,0.00033505,5076.0,0.0
matpower/case14,matpower/case14/2017-01-15,WARM_PRUNE_LAZY_T050,3.66586209866374,0.2727871297626047,-1.207185,0.0,,0.16176470588235295,1.0,-18627.663298097617,OK,OK,OPTIMAL,0.00033505,5076.0,0.0
matpower/case14,matpower/case14/2017-01-15,WARM_PRUNE_LAZY_T080,3.6208919086933284,0.2761750489151912,-1.2015609999999999,0.0,,0.16176470588235295,1.0,-18627.663298097617,OK,OK,OPTIMAL,0.00033505,5076.0,0.0
matpower/case14,matpower/case14/2017-01-15,WARM_LPSCREEN_LAZY_T010,2.9900554595905104,0.3344419571859548,-1.1048369999999998,0.0,,0.16176470588235295,1.0,-18627.663298097617,OK,OK,OPTIMAL,0.00033505,5076.0,0.0
matpower/case14,matpower/case14/2017-01-15,WARM_LPSCREEN_LAZY_T020,2.9317975101154867,0.34108767626336134,-1.093805,0.0,,0.16176470588235295,1.0,-18627.663298097617,OK,OK,OPTIMAL,0.00033505,5076.0,0.0
matpower/case14,matpower/case14/2017-01-15,WARM_LPSCREEN_LAZY_T030,2.723722078015837,0.36714465402743107,-1.0505499999999999,0.0,,0.16176470588235295,1.0,-18627.663298097617,OK,OK,OPTIMAL,0.00033505,5076.0,0.0
matpower/case14,matpower/case14/2017-01-15,WARM_LPSCREEN_LAZY_T050,2.8783992093148263,0.3474153261173386,-1.083301,0.0,,0.16176470588235295,1.0,-18627.663298097617,OK,OK,OPTIMAL,0.00033505,5076.0,0.0
matpower/case14,matpower/case14/2017-01-15,WARM_LPSCREEN_LAZY_T080,2.935115131433542,0.34070213781071995,-1.094445,0.0,,0.16176470588235295,1.0,-18627.663298097617,OK,OK,OPTIMAL,0.00033505,5076.0,0.0
matpower/case14,matpower/case14/2017-01-15,WARM_SR_LAZY,3.23547606842771,0.3090735270021494,-1.1469489999999998,0.0,,0.4264705882352941,1.0,-18627.663298097617,OK,OK,OPTIMAL,0.00033505,5076.0,0.0
matpower/case14,matpower/case14/2017-01-15,SHRINK_LAZY,5.0855684599760425,0.19663485171227266,-1.333599,0.0,,0.03594771241830065,1.0,-6665.56560613029,OK,OK,OPTIMAL,0.0,0.0,0.0
matpower/case14,matpower/case14/2017-01-15,STREDUCE,0.9300148184667789,1.075251684321115,0.124919,0.0,,1.0040849673202614,1.0,602.2639881071467,OK,OK,OPTIMAL,0.01519768,5076.0,0.0
matpower/case14,matpower/case14/2017-01-15,STREDUCE_CONSERVATIVE,0.8510615608933805,1.1750031324999277,0.290508,0.0,,1.0034041394335511,1.0,-14604.567558074838,OK,OK,OPTIMAL,0.00142954,5076.0,0.0
matpower/case14,matpower/case14/2017-01-15,STREDUCE_AGGRESSIVE,1.2824796427633305,0.7797394723906277,-0.36563599999999985,0.0,,1.0048338779956427,1.0,2947.9489801584073,OK,OK,OPTIMAL,0.01750092,5076.0,0.0
matpower/case14,matpower/case14/2017-01-15,STREDUCE_GRU,0.9475609957970936,1.0553410328575148,0.09186700000000014,0.0,,1.0040849673202614,1.0,602.2639881071467,OK,OK,OPTIMAL,0.01519768,5076.0,0.0
matpower/case14,matpower/case14/2017-01-15,STREDUCE_LAZY,3.467736780425441,0.2883725217106341,-1.1813129999999998,0.0,,1.0040849673202614,1.0,3697.4166838020064,OK,OK,OPTIMAL,0.01823456,5076.0,0.0
matpower/case14,matpower/case14/2017-01-15,STREDUCE_LAZY_CONSERVATIVE,1.242737169611027,0.8046753766228759,-0.3242419999999999,0.0,,1.0034041394335511,1.0,-14604.567558074838,OK,OK,OPTIMAL,0.00142954,5076.0,0.0
matpower/case14,matpower/case14/2017-01-15,STREDUCE_LAZY_AGGRESSIVE,4.167187978531658,0.23996997619300056,-1.2616619999999998,0.0,,1.0048338779956427,1.0,3697.4166838020064,OK,OK,OPTIMAL,0.01823456,5076.0,0.0
matpower/case14,matpower/case14/2017-01-15,STREDUCE_LAZY_GRU,4.004506232254298,0.2497186774103382,-1.245479,0.0,,1.0040849673202614,1.0,3697.4166838020064,OK,OK,OPTIMAL,0.01823456,5076.0,0.0
matpower/case14,matpower/case14/2017-01-15,ACTIVESET,2.802547254543122,0.3568182475349635,-1.067692,0.0,,0.16176470588235295,1.0,-18627.663441463585,OK,OK,OPTIMAL,0.00033505,0.0,0.0
matpower/case14,matpower/case14/2017-01-15,ACTIVESET_B500,2.704542936649136,0.36974824339042517,-1.046228,0.0,,0.16176470588235295,1.0,-18627.663441463585,OK,OK,OPTIMAL,0.00033505,0.0,0.0
matpower/case14,matpower/case14/2017-01-15,ACTIVESET_B5000,2.890578719625273,0.3459514848049658,-1.085731,0.0,,0.16176470588235295,1.0,-18627.663441463585,OK,OK,OPTIMAL,0.00033505,0.0,0.0
matpower/case14,matpower/case14/2017-01-15,ACTIVESET_NOCLEAN,2.9451497753901394,0.3395413056259699,-1.096372,0.0,,0.16176470588235295,1.0,-18627.663441463585,OK,OK,OPTIMAL,0.00033505,0.0,0.0
matpower/case14,matpower/case14/2017-01-15,WARM_ACTIVESET,2.552720081563234,0.39173899528679246,-1.009723,0.0,,0.16176470588235295,1.0,-18627.663441463585,OK,OK,OPTIMAL,0.00033505,5076.0,180.0
matpower/case14,matpower/case14/2017-01-15,ACTIVESET_LAZY,3.743504743606223,0.2671293529700919,-1.216577,0.0,,0.16176470588235295,1.0,-18627.663298097617,OK,OK,OPTIMAL,0.00033505,0.0,0.0
matpower/case14,matpower/case14/2017-01-15,ACTIVESET_LAZY_TOPK128,3.728621838282694,0.2681956077531783,-1.214807,0.0,,0.16176470588235295,1.0,-18627.663298097617,OK,OK,OPTIMAL,0.00033505,0.0,0.0
matpower/case14,matpower/case14/2017-01-15,WARM_ACTIVESET_LAZY,3.5565039474670868,0.2811750007228846,-1.193261,0.0,,0.16176470588235295,1.0,-18627.663298097617,OK,OK,OPTIMAL,0.00033505,5076.0,180.0
matpower/case14,matpower/case14/2017-03-15,RAW_GNN,17.087283314270437,0.058523053759215814,-3.249036,0.0,,0.16176470588235295,1.0,0.0,OK,OK,OPTIMAL,0.04041328,0.0,0.0
matpower/case14,matpower/case14/2017-03-15,RAW_COMMIT_HINTS,1.8291714502879712,0.5466956090106082,-1.5643529999999999,0.0,,1.0,1.0,19312.88093302601,OK,OK,OPTIMAL,0.03993136,0.0,0.0
matpower/case14,matpower/case14/2017-03-15,WARM,0.9815052614783675,1.018843239305488,0.06502799999999986,0.0,,1.0,1.0,0.0,OK,OK,OPTIMAL,0.01249344,5076.0,0.0
matpower/case14,matpower/case14/2017-03-15,WARM_BRANCH_HINTS,0.9562139237644305,1.045791088319643,0.15802499999999986,0.0,,1.0,1.0,0.0,OK,OK,OPTIMAL,0.01249344,5076.0,180.0
matpower/case14,matpower/case14/2017-03-15,WARM_COMMIT_HINTS,0.9678918406497863,1.033173292719007,0.11448100000000005,0.0,,1.0,1.0,0.0,OK,OK,OPTIMAL,0.01249344,5076.0,0.0
matpower/case14,matpower/case14/2017-03-15,WARM_GRU,0.9659366579365672,1.0352645712154653,0.12169799999999986,0.0,,1.0,1.0,0.0,OK,OK,OPTIMAL,0.01249344,5076.0,0.0
matpower/case14,matpower/case14/2017-03-15,LAZY_ALL,7.839847610220202,0.1275534997257316,-3.010812,0.0,,0.16176470588235295,1.0,0.0,OK,OK,OPTIMAL,0.01249344,0.0,0.0
matpower/case14,matpower/case14/2017-03-15,LAZY_TOPK128,7.9736760020240345,0.12541267036008993,-3.0181999999999998,0.0,,0.16176470588235295,1.0,0.0,OK,OK,OPTIMAL,0.01249344,0.0,0.0
matpower/case14,matpower/case14/2017-03-15,LAZY_BANDIT,7.915335019920227,0.1263370403758448,-3.0150099999999997,0.0,,0.16176470588235295,1.0,0.0,OK,OK,OPTIMAL,0.01249344,0.0,0.0
matpower/case14,matpower/case14/2017-03-15,LAZY_COMMIT_HINTS,7.12190828399314,0.14041180539316298,-2.966438,0.0,,0.16176470588235295,1.0,0.0,OK,OK,OPTIMAL,0.01249344,0.0,0.0
matpower/case14,matpower/case14/2017-03-15,LAZY_GNN_T060,7.920003580182313,0.12626256918648773,-3.0152669999999997,0.0,,0.16176470588235295,1.0,0.0,OK,OK,OPTIMAL,0.01249344,0.0,0.0
matpower/case14,matpower/case14/2017-03-15,LAZY_GNN_T080,8.029892802877825,0.12453466373070524,-3.02123,0.0,,0.16176470588235295,1.0,0.0,OK,OK,OPTIMAL,0.01249344,0.0,0.0
matpower/case14,matpower/case14/2017-03-15,LAZY_COMMIT_GNN_T060,7.2938683721628195,0.13710145960633427,-2.977862,0.0,,0.16176470588235295,1.0,0.0,OK,OK,OPTIMAL,0.01249344,0.0,0.0
matpower/case14,matpower/case14/2017-03-15,WARM_LAZY,7.767097296932322,0.12874822623825738,-3.0066889999999997,0.0,,0.16176470588235295,1.0,0.0,OK,OK,OPTIMAL,0.01249344,5076.0,0.0
matpower/case14,matpower/case14/2017-03-15,WARM_LAZY_TOPK128,7.6246467717311335,0.1311536166773737,-2.998388,0.0,,0.16176470588235295,1.0,0.0,OK,OK,OPTIMAL,0.01249344,5076.0,0.0
matpower/case14,matpower/case14/2017-03-15,WARM_LAZY_BANDIT,6.979907730083188,0.1432683695358938,-2.9565799999999998,0.0,,0.16176470588235295,1.0,0.0,OK,OK,OPTIMAL,0.01249344,5076.0,0.0
matpower/case14,matpower/case14/2017-03-15,WARM_LAZY_COMMIT_HINTS,7.6962854428431875,0.12993281076001473,-3.002601,0.0,,0.16176470588235295,1.0,0.0,OK,OK,OPTIMAL,0.01249344,5076.0,0.0
matpower/case14,matpower/case14/2017-03-15,WARM_LAZY_GRU,7.632859569498632,0.13101249812010957,-2.998875,0.0,,0.16176470588235295,1.0,0.0,OK,OK,OPTIMAL,0.01249344,5076.0,0.0
matpower/case14,matpower/case14/2017-03-15,WARM_LAZY_BRANCH_HINTS,7.654530170081003,0.13064159102914838,-3.000155,0.0,,0.16176470588235295,1.0,0.0,OK,OK,OPTIMAL,0.01249344,5076.0,180.0
matpower/case14,matpower/case14/2017-03-15,WARM_LAZY_GNN_T060,7.475276992559379,0.1337743070919464,-2.989344,0.0,,0.16176470588235295,1.0,0.0,OK,OK,OPTIMAL,0.01249344,5076.0,0.0
matpower/case14,matpower/case14/2017-03-15,WARM_LAZY_COMMIT_GNN_T060,7.155681210266363,0.13974909873923463,-2.968725,0.0,,0.16176470588235295,1.0,0.0,OK,OK,OPTIMAL,0.01249344,5076.0,0.0
matpower/case14,matpower/case14/2017-03-15,WARM_LAZY_COMMIT_GRU,7.481386495779118,0.13366506336281175,-2.989721,0.0,,0.16176470588235295,1.0,0.0,OK,OK,OPTIMAL,0.01249344,5076.0,0.0
matpower/case14,matpower/case14/2017-03-15,WARM_LAZY_ML_STACK,7.301090192079447,0.1369658467012016,-2.9783299999999997,0.0,,0.16176470588235295,1.0,0.0,OK,OK,OPTIMAL,0.01249344,5076.0,180.0
matpower/case14,matpower/case14/2017-03-15,WARM_PRUNE_T010,14.73620855306702,0.06786006023183432,-3.216814,0.0,,0.16176470588235295,1.0,0.0,OK,OK,OPTIMAL,0.04041328,5076.0,0.0
matpower/case14,matpower/case14/2017-03-15,WARM_PRUNE_T020,12.067949112475697,0.08286412137470918,-3.165035,0.0,,0.16176470588235295,1.0,0.0,OK,OK,OPTIMAL,0.04041328,5076.0,0.0
matpower/case14,matpower/case14/2017-03-15,WARM_PRUNE_T030,14.314033646906575,0.06986150966720071,-3.209907,0.0,,0.16176470588235295,1.0,0.0,OK,OK,OPTIMAL,0.04041328,5076.0,0.0
matpower/case14,matpower/case14/2017-03-15,WARM_PRUNE_T050,9.046366903551702,0.11054161418186445,-3.06952,0.0,,0.16911764705882354,1.0,0.0,OK,OK,OPTIMAL,0.01249344,5076.0,0.0
matpower/case14,matpower/case14/2017-03-15,WARM_PRUNE_T080,9.0101589506334,0.11098583337752345,-3.067987,0.0,,0.27450980392156865,1.0,29635.386403826084,OK,OK,OPTIMAL,0.04136892,5076.0,0.0
matpower/case14,matpower/case14/2017-03-15,WARM_LPSCREEN_T010,9.89817582102395,0.10102871661220418,-3.102349,0.0,,0.16176470588235295,1.0,0.0,OK,OK,OPTIMAL,0.04041328,5076.0,0.0
matpower/case14,matpower/case14/2017-03-15,WARM_LPSCREEN_T020,9.74591425513348,0.10260710014694296,-3.096902,0.0,,0.16666666666666666,1.0,0.0,OK,OK,OPTIMAL,0.03979039,5076.0,0.0
matpower/case14,matpower/case14/2017-03-15,WARM_LPSCREEN_T030,9.680764699281866,0.10329762483269338,-3.094519,0.0,,0.16666666666666666,1.0,0.0,OK,OK,OPTIMAL,0.03979039,5076.0,0.0
matpower/case14,matpower/case14/2017-03-15,WARM_LPSCREEN_T050,8.309013030539424,0.12035123742429366,-3.035667,0.0,,0.20833333333333334,1.0,0.0,OK,OK,OPTIMAL,0.01249344,5076.0,0.0
matpower/case14,matpower/case14/2017-03-15,WARM_LPSCREEN_T080,2.7475472301993027,0.36396098636945423,-2.1949699999999996,0.0,,0.33088235294117646,1.0,0.0,OK,OK,OPTIMAL,0.01249344,5076.0,0.0
matpower/case14,matpower/case14/2017-03-15,WARM_PRUNE_LAZY_T010,7.327366266503034,0.13647468457684284,-2.980025,0.0,,0.16176470588235295,1.0,0.0,OK,OK,OPTIMAL,0.01249344,5076.0,0.0
matpower/case14,matpower/case14/2017-03-15,WARM_PRUNE_LAZY_T020,6.831970304380103,0.14637065962638646,-2.945874,0.0,,0.16176470588235295,1.0,0.0,OK,OK,OPTIMAL,0.01249344,5076.0,0.0
matpower/case14,matpower/case14/2017-03-15,WARM_PRUNE_LAZY_T030,7.572763060880556,0.13205219705946017,-2.995287,0.0,,0.16176470588235295,1.0,0.0,OK,OK,OPTIMAL,0.01249344,5076.0,0.0
matpower/case14,matpower/case14/2017-03-15,WARM_PRUNE_LAZY_T050,7.657332602584101,0.13059377878695416,-3.00032,0.0,,0.16176470588235295,1.0,0.0,OK,OK,OPTIMAL,0.01249344,5076.0,0.0
matpower/case14,matpower/case14/2017-03-15,WARM_PRUNE_LAZY_T080,6.832213768567848,0.1463654437454198,-2.9458919999999997,0.0,,0.16176470588235295,1.0,0.0,OK,OK,OPTIMAL,0.01249344,5076.0,0.0
matpower/case14,matpower/case14/2017-03-15,WARM_LPSCREEN_LAZY_T010,5.974473013586692,0.1673787793041957,-2.873375,0.0,,0.16176470588235295,1.0,0.0,OK,OK,OPTIMAL,0.01249344,5076.0,0.0
matpower/case14,matpower/case14/2017-03-15,WARM_LPSCREEN_LAZY_T020,5.698413327454934,0.17548744580917006,-2.845392,0.0,,0.16176470588235295,1.0,0.0,OK,OK,OPTIMAL,0.01249344,5076.0,0.0
matpower/case14,matpower/case14/2017-03-15,WARM_LPSCREEN_LAZY_T030,6.0557122175915765,0.1651333425480564,-2.881124,0.0,,0.16176470588235295,1.0,0.0,OK,OK,OPTIMAL,0.01249344,5076.0,0.0
matpower/case14,matpower/case14/2017-03-15,WARM_LPSCREEN_LAZY_T050,5.959492363696647,0.1677995270355048,-2.871923,0.0,,0.16176470588235295,1.0,0.0,OK,OK,OPTIMAL,0.01249344,5076.0,0.0
matpower/case14,matpower/case14/2017-03-15,WARM_LPSCREEN_LAZY_T080,5.908061227459567,0.1692602634773293,-2.866882,0.0,,0.16176470588235295,1.0,0.0,OK,OK,OPTIMAL,0.01249344,5076.0,0.0
matpower/case14,matpower/case14/2017-03-15,WARM_SR_LAZY,6.536354338314676,0.1529904818865494,-2.9230289999999997,0.0,,0.4264705882352941,1.0,0.0,OK,OK,OPTIMAL,0.01249344,5076.0,0.0
matpower/case14,matpower/case14/2017-03-15,SHRINK_LAZY,8.40164040189603,0.11902437526061294,-3.040246,0.0,,0.03594771241830065,1.0,12680.296101154518,OK,OK,OPTIMAL,0.04365305,0.0,0.0
matpower/case14,matpower/case14/2017-03-15,STREDUCE,2.976266616990339,0.335991404228167,-2.291493,0.0,,1.0036764705882353,1.0,2014.9684490765821,OK,OK,OPTIMAL,0.0,5076.0,0.0
matpower/case14,matpower/case14/2017-03-15,STREDUCE_CONSERVATIVE,2.0000330344584176,0.4999917415218028,-1.725528,0.0,,1.0026211873638344,1.0,432.9312460400844,OK,OK,OPTIMAL,0.0,5076.0,0.0
matpower/case14,matpower/case14/2017-03-15,STREDUCE_AGGRESSIVE,2.8400946424162616,0.3521009423648051,-2.235899,0.0,,1.0041530501089324,1.0,2014.9684490765821,OK,OK,OPTIMAL,0.0,5076.0,0.0
matpower/case14,matpower/case14/2017-03-15,STREDUCE_GRU,2.7651172070304986,0.3616483227030782,-2.2029509999999997,0.0,,1.0036764705882353,1.0,2014.9684490765821,OK,OK,OPTIMAL,0.0,5076.0,0.0
matpower/case14,matpower/case14/2017-03-15,STREDUCE_LAZY_CONSERVATIVE,1.1219189077688763,0.8913300177716655,-0.37502000000000013,0.0,,1.0026211873638344,1.0,432.9312460400844,OK,OK,OPTIMAL,0.0,5076.0,0.0
matpower/case14,matpower/case14/2017-03-15,STREDUCE_LAZY_AGGRESSIVE,1.2451714862502503,0.8031022321362596,-0.679494,0.0,,1.0041530501089324,1.0,2014.9684490765821,OK,OK,OPTIMAL,0.0,5076.0,0.0
matpower/case14,matpower/case14/2017-03-15,STREDUCE_LAZY_GRU,1.1762553146236765,0.8501555636498301,-0.5171129999999997,0.0,,1.0036764705882353,1.0,2014.9684490765821,OK,OK,OPTIMAL,0.0,5076.0,0.0
matpower/case14,matpower/case14/2017-03-15,ACTIVESET,16.98117357608562,0.058888744969210365,-3.2477739999999997,0.0,,0.16176470588235295,1.0,0.0,OK,OK,OPTIMAL,0.04041328,0.0,0.0
matpower/case14,matpower/case14/2017-03-15,ACTIVESET_B500,17.022132231078842,0.0587470468696166,-3.248263,0.0,,0.16176470588235295,1.0,0.0,OK,OK,OPTIMAL,0.04041328,0.0,0.0
matpower/case14,matpower/case14/2017-03-15,ACTIVESET_B5000,16.8619431061946,0.05930514613304728,-3.246337,0.0,,0.16176470588235295,1.0,0.0,OK,OK,OPTIMAL,0.04041328,0.0,0.0
matpower/case14,matpower/case14/2017-03-15,ACTIVESET_NOCLEAN,14.79451860997505,0.06759260144671152,-3.217737,0.0,,0.16176470588235295,1.0,0.0,OK,OK,OPTIMAL,0.04041328,0.0,0.0
matpower/case14,matpower/case14/2017-03-15,WARM_ACTIVESET,14.623992507903145,0.06838077901500406,-3.215017,0.0,,0.16176470588235295,1.0,0.0,OK,OK,OPTIMAL,0.04041328,5076.0,180.0
matpower/case14,matpower/case14/2017-03-15,ACTIVESET_LAZY,7.724624121158671,0.12945613719389662,-3.0042459999999997,0.0,,0.16176470588235295,1.0,0.0,OK,OK,OPTIMAL,0.01249344,0.0,0.0
matpower/case14,matpower/case14/2017-03-15,ACTIVESET_LAZY_TOPK128,6.906708375111826,0.1447867704395162,-2.95134,0.0,,0.16176470588235295,1.0,0.0,OK,OK,OPTIMAL,0.01249344,0.0,0.0
matpower/case14,matpower/case14/2017-03-15,WARM_ACTIVESET_LAZY,7.304768315373039,0.136896881163976,-2.978568,0.0,,0.16176470588235295,1.0,0.0,OK,OK,OPTIMAL,0.01249344,5076.0,180.0
matpower/case14,matpower/case14/2017-03-15,STREDUCE_LAZY,1.1990933309057275,0.8339634407312202,-0.5729919999999997,0.0,,1.0036764705882353,1.0,2014.9684490765821,OK,OK,OPTIMAL,0.0,5076.0,0.0
matpower/case14,matpower/case14/2017-05-15,RAW_GNN,13.623307010103181,0.07340361626280535,-3.169826,0.0,,0.16176470588235295,1.0,0.0,OK,OK,OPTIMAL,0.01351316,0.0,0.0
matpower/case14,matpower/case14/2017-05-15,RAW_COMMIT_HINTS,0.6989902147683644,1.4306351918408273,1.4731750000000003,0.0,,1.0,1.0,0.0,OK,OK,OPTIMAL,0.01351316,0.0,0.0
matpower/case14,matpower/case14/2017-05-15,WARM,0.9853130552572102,1.0149058663786363,0.050991999999999926,0.0,,1.0,1.0,0.0,OK,OK,OPTIMAL,0.01351316,5076.0,0.0
matpower/case14,matpower/case14/2017-05-15,WARM_BRANCH_HINTS,0.9956152515671561,1.0044040591241867,0.015066000000000024,0.0,,1.0,1.0,0.0,OK,OK,OPTIMAL,0.01351316,5076.0,180.0
matpower/case14,matpower/case14/2017-05-15,WARM_COMMIT_HINTS,0.9962537119965379,1.0037603754529099,0.012863999999999987,0.0,,1.0,1.0,0.0,OK,OK,OPTIMAL,0.01351316,5076.0,0.0
matpower/case14,matpower/case14/2017-05-15,WARM_GRU,0.9897207117676585,1.0103860494280072,0.03553000000000006,0.0,,1.0,1.0,0.0,OK,OK,OPTIMAL,0.01351316,5076.0,0.0
matpower/case14,matpower/case14/2017-05-15,LAZY_ALL,11.828100310834968,0.08454443010463514,-3.131714,0.0,,0.16176470588235295,1.0,0.0,OK,OK,OPTIMAL,0.01351316,0.0,0.0
matpower/case14,matpower/case14/2017-05-15,LAZY_TOPK128,10.338086949163811,0.09672969524413647,-3.090029,0.0,,0.16176470588235295,1.0,0.0,OK,OK,OPTIMAL,0.01351316,0.0,0.0
matpower/case14,matpower/case14/2017-05-15,LAZY_BANDIT,12.416285569105693,0.08053938470038162,-3.145415,0.0,,0.16176470588235295,1.0,0.0,OK,OK,OPTIMAL,0.01351316,0.0,0.0
matpower/case14,matpower/case14/2017-05-15,LAZY_COMMIT_HINTS,9.898366926500119,0.10102676607418733,-3.075329,0.0,,0.16176470588235295,1.0,0.0,OK,OK,OPTIMAL,0.01351316,0.0,0.0
matpower/case14,matpower/case14/2017-05-15,LAZY_GNN_T060,12.140187944042644,0.08237104768140872,-3.139149,0.0,,0.16176470588235295,1.0,0.0,OK,OK,OPTIMAL,0.01351316,0.0,0.0
matpower/case14,matpower/case14/2017-05-15,LAZY_GNN_T080,12.062577794703085,0.08290101975044833,-3.137336,0.0,,0.16176470588235295,1.0,0.0,OK,OK,OPTIMAL,0.01351316,0.0,0.0
matpower/case14,matpower/case14/2017-05-15,LAZY_COMMIT_GNN_T060,10.241921721609637,0.09763792647331797,-3.086922,0.0,,0.16176470588235295,1.0,0.0,OK,OK,OPTIMAL,0.01351316,0.0,0.0
matpower/case14,matpower/case14/2017-05-15,WARM_LAZY,11.238362275704834,0.08898093649835498,-3.116537,0.0,,0.16176470588235295,1.0,0.0,OK,OK,OPTIMAL,0.01351316,5076.0,0.0
matpower/case14,matpower/case14/2017-05-15,WARM_LAZY_TOPK128,10.987884510996125,0.09100932932078509,-3.109598,0.0,,0.16176470588235295,1.0,0.0,OK,OK,OPTIMAL,0.01351316,5076.0,0.0
matpower/case14,matpower/case14/2017-05-15,WARM_LAZY_BANDIT,11.408440605615954,0.0876543985781665,-3.1210750000000003,0.0,,0.16176470588235295,1.0,0.0,OK,OK,OPTIMAL,0.01351316,5076.0,0.0
matpower/case14,matpower/case14/2017-05-15,WARM_LAZY_COMMIT_HINTS,11.541070934571241,0.08664707163392464,-3.124521,0.0,,0.16176470588235295,1.0,0.0,OK,OK,OPTIMAL,0.01351316,5076.0,0.0
matpower/case14,matpower/case14/2017-05-15,WARM_LAZY_GRU,11.364779477230144,0.08799114861872558,-3.119923,0.0,,0.16176470588235295,1.0,0.0,OK,OK,OPTIMAL,0.01351316,5076.0,0.0
matpower/case14,matpower/case14/2017-05-15,WARM_LAZY_BRANCH_HINTS,10.01825929071368,0.09981773988690226,-3.079465,0.0,,0.16176470588235295,1.0,0.0,OK,OK,OPTIMAL,0.01351316,5076.0,180.0
matpower/case14,matpower/case14/2017-05-15,WARM_LAZY_GNN_T060,11.414569284515464,0.0876073354214564,-3.121236,0.0,,0.16176470588235295,1.0,0.0,OK,OK,OPTIMAL,0.01351316,5076.0,0.0
matpower/case14,matpower/case14/2017-05-15,WARM_LAZY_COMMIT_GNN_T060,10.805193287450134,0.09254808992278428,-3.104334,0.0,,0.16176470588235295,1.0,0.0,OK,OK,OPTIMAL,0.01351316,5076.0,0.0
